Sample,Analyte,Element,HT, ,units,rep,1/22/2022,14:47:19
166002-4,1,Mo,1,0.000,mg/L,1,1/22/2022,15:52:22
166002-4,1,Na,1,2.52,mg/L,1,1/22/2022,15:52:22
166002-4,1,Ni,1,0.001,mg/L,1,1/22/2022,15:52:22
166002-4,1,P,1,0.003,mg/L,1,1/22/2022,15:52:22
166002-4,1,S,1,0.40,mg/L,1,1/22/2022,15:52:22
166002-4,1,Sc,1,Uncal,mg/L,1,1/22/2022,15:52:22
166002-4,1,Si,1,1.960,mg/L,1,1/22/2022,15:52:22
166002-4,1,Sn,1,0.006,mg/L,1,1/22/2022,15:52:22
166002-4,1,Sr,1,0.01,mg/L,1,1/22/2022,15:52:22
166002-4,1,Ti,1,0.001,mg/L,1,1/22/2022,15:52:22
166002-4,1,V,1,0.000,mg/L,1,1/22/2022,15:52:22
166002-4,1,W,1,0.002,mg/L,1,1/22/2022,15:52:22
166002-4,1,Zn,1,0.0158,mg/L,1,1/22/2022,15:52:22
166002-5,1,Ag,1,-0.001,mg/L,1,1/22/2022,15:55:04
166002-5,1,Al,1,0.146,mg/L,1,1/22/2022,15:55:04
166002-5,1,Au,1,Uncal,mg/L,1,1/22/2022,15:55:04
166002-5,1,B,1,0.617,mg/L,1,1/22/2022,15:55:04
166002-5,1,Ba,1,0.0044,mg/L,1,1/22/2022,15:55:04
166002-5,1,Be,1,0.000,mg/L,1,1/22/2022,15:55:04
166002-5,1,Ca,1,6.960,mg/L,1,1/22/2022,15:55:04
166002-5,1,Co,1,0.0000,mg/L,1,1/22/2022,15:55:04
166002-5,1,Cr,1,-0.0001,mg/L,1,1/22/2022,15:55:04
166002-5,1,Cu,1,0.002,mg/L,1,1/22/2022,15:55:04
166002-5,1,Fe,1,0.046,mg/L,1,1/22/2022,15:55:04
166002-5,1,K,1,0.18,mg/L,1,1/22/2022,15:55:04
166002-5,1,La,1,Uncal,mg/L,1,1/22/2022,15:55:04
166002-5,1,Mg,1,1.10,mg/L,1,1/22/2022,15:55:04
166002-5,1,Mn,1,0.002,mg/L,1,1/22/2022,15:55:04
166002-5,1,Mo,1,0.000,mg/L,1,1/22/2022,15:55:04
166002-5,1,Na,1,2.59,mg/L,1,1/22/2022,15:55:04
166002-5,1,Ni,1,0.000,mg/L,1,1/22/2022,15:55:04
166002-5,1,P,1,0.001,mg/L,1,1/22/2022,15:55:04
166002-5,1,S,1,0.43,mg/L,1,1/22/2022,15:55:04
166002-5,1,Sc,1,Uncal,mg/L,1,1/22/2022,15:55:04
166002-5,1,Si,1,2.150,mg/L,1,1/22/2022,15:55:04
166002-5,1,Sn,1,0.001,mg/L,1,1/22/2022,15:55:04
166002-5,1,Sr,1,0.01,mg/L,1,1/22/2022,15:55:04
166002-5,1,Ti,1,0.000,mg/L,1,1/22/2022,15:55:04
166002-5,1,V,1,0.000,mg/L,1,1/22/2022,15:55:04
166002-5,1,W,1,0.003,mg/L,1,1/22/2022,15:55:04
166002-5,1,Zn,1,0.0067,mg/L,1,1/22/2022,15:55:04
165998-1,1,Ag,1,-0.001,mg/L,1,1/22/2022,15:57:46
165998-1,1,Al,1,0.255,mg/L,1,1/22/2022,15:57:46
165998-1,1,Au,1,Uncal,mg/L,1,1/22/2022,15:57:46
165998-1,1,B,1,1.170,mg/L,1,1/22/2022,15:57:46
165998-1,1,Ba,1,0.0152,mg/L,1,1/22/2022,15:57:46
165998-1,1,Be,1,-0.002,mg/L,1,1/22/2022,15:57:46
165998-1,1,Ca,1,170.000,mg/L,1,1/22/2022,15:57:46
165998-1,1,Co,1,-0.0005,mg/L,1,1/22/2022,15:57:46
165998-1,1,Cr,1,0.0042,mg/L,1,1/22/2022,15:57:46
165998-1,1,Cu,1,0.030,mg/L,1,1/22/2022,15:57:46
165998-1,1,Fe,1,0.683,mg/L,1,1/22/2022,15:57:46
165998-1,1,K,1,156.68,mg/L,1,1/22/2022,15:57:46
165998-1,1,La,1,Uncal,mg/L,1,1/22/2022,15:57:46
165998-1,1,Mg,1,64.74,mg/L,1,1/22/2022,15:57:46
165998-1,1,Mn,1,1.940,mg/L,1,1/22/2022,15:57:46
165998-1,1,Mo,1,0.017,mg/L,1,1/22/2022,15:57:46
165998-1,1,Na,1,19.20,mg/L,1,1/22/2022,15:57:46
165998-1,1,Ni,1,0.004,mg/L,1,1/22/2022,15:57:46
165998-1,1,P,1,36.600,mg/L,1,1/22/2022,15:57:46
165998-1,1,S,1,16.90,mg/L,1,1/22/2022,15:57:46
165998-1,1,Sc,1,Uncal,mg/L,1,1/22/2022,15:57:46
165998-1,1,Si,1,1.860,mg/L,1,1/22/2022,15:57:46
165998-1,1,Sn,1,0.007,mg/L,1,1/22/2022,15:57:46
165998-1,1,Sr,1,1.63,mg/L,1,1/22/2022,15:57:46
165998-1,1,Ti,1,0.001,mg/L,1,1/22/2022,15:57:46
165998-1,1,V,1,0.003,mg/L,1,1/22/2022,15:57:46
165998-1,1,W,1,0.020,mg/L,1,1/22/2022,15:57:46
165998-1,1,Zn,1,0.1930,mg/L,1,1/22/2022,15:57:46
166001-1,1,Ag,1,-0.001,mg/L,1,1/22/2022,16:00:29
166001-1,1,Al,1,0.233,mg/L,1,1/22/2022,16:00:29
166001-1,1,Au,1,Uncal,mg/L,1,1/22/2022,16:00:29
166001-1,1,B,1,0.802,mg/L,1,1/22/2022,16:00:29
166001-1,1,Ba,1,0.0407,mg/L,1,1/22/2022,16:00:29
166001-1,1,Be,1,-0.003,mg/L,1,1/22/2022,16:00:29
166001-1,1,Ca,1,91.800,mg/L,1,1/22/2022,16:00:29
166001-1,1,Co,1,0.0001,mg/L,1,1/22/2022,16:00:29
166001-1,1,Cr,1,0.0035,mg/L,1,1/22/2022,16:00:29
166001-1,1,Cu,1,0.041,mg/L,1,1/22/2022,16:00:29
166001-1,1,Fe,1,1.020,mg/L,1,1/22/2022,16:00:29
166001-1,1,K,1,228.83,mg/L,1,1/22/2022,16:00:29
166001-1,1,La,1,Uncal,mg/L,1,1/22/2022,16:00:29
166001-1,1,Mg,1,35.70,mg/L,1,1/22/2022,16:00:29
166001-1,1,Mn,1,0.474,mg/L,1,1/22/2022,16:00:29
166001-1,1,Mo,1,0.002,mg/L,1,1/22/2022,16:00:29
166001-1,1,Na,1,9.80,mg/L,1,1/22/2022,16:00:29
166001-1,1,Ni,1,0.004,mg/L,1,1/22/2022,16:00:29
166001-1,1,P,1,94.800,mg/L,1,1/22/2022,16:00:29
166001-1,1,S,1,23.79,mg/L,1,1/22/2022,16:00:29
166001-1,1,Sc,1,Uncal,mg/L,1,1/22/2022,16:00:29
166001-1,1,Si,1,1.410,mg/L,1,1/22/2022,16:00:29
166001-1,1,Sn,1,0.008,mg/L,1,1/22/2022,16:00:29
166001-1,1,Sr,1,0.44,mg/L,1,1/22/2022,16:00:29
166001-1,1,Ti,1,0.001,mg/L,1,1/22/2022,16:00:29
166001-1,1,V,1,0.002,mg/L,1,1/22/2022,16:00:29
166001-1,1,W,1,0.016,mg/L,1,1/22/2022,16:00:29
166001-1,1,Zn,1,0.4880,mg/L,1,1/22/2022,16:00:29
165999-1,1,Ag,1,-0.001,mg/L,1,1/22/2022,16:03:12
165999-1,1,Al,1,57.200,mg/L,1,1/22/2022,16:03:12
165999-1,1,Au,1,Uncal,mg/L,1,1/22/2022,16:03:12
165999-1,1,B,1,0.657,mg/L,1,1/22/2022,16:03:12
165999-1,1,Ba,1,0.3040,mg/L,1,1/22/2022,16:03:12
165999-1,1,Be,1,0.001,mg/L,1,1/22/2022,16:03:12
165999-1,1,Ca,1,136.000,mg/L,1,1/22/2022,16:03:12
165999-1,1,Co,1,0.0037,mg/L,1,1/22/2022,16:03:12
165999-1,1,Cr,1,0.0046,mg/L,1,1/22/2022,16:03:12
165999-1,1,Cu,1,0.015,mg/L,1,1/22/2022,16:03:12
165999-1,1,Fe,1,0.558,mg/L,1,1/22/2022,16:03:12
165999-1,1,K,1,13.67,mg/L,1,1/22/2022,16:03:12
165999-1,1,La,1,Uncal,mg/L,1,1/22/2022,16:03:12
165999-1,1,Mg,1,32.96,mg/L,1,1/22/2022,16:03:12
165999-1,1,Mn,1,4.290,mg/L,1,1/22/2022,16:03:12
165999-1,1,Mo,1,0.000,mg/L,1,1/22/2022,16:03:12
165999-1,1,Na,1,15.82,mg/L,1,1/22/2022,16:03:12
165999-1,1,Ni,1,0.004,mg/L,1,1/22/2022,16:03:12
165999-1,1,P,1,31.800,mg/L,1,1/22/2022,16:03:12
165999-1,1,S,1,2.24,mg/L,1,1/22/2022,16:03:12
165999-1,1,Sc,1,Uncal,mg/L,1,1/22/2022,16:03:12
165999-1,1,Si,1,9.610,mg/L,1,1/22/2022,16:03:12
165999-1,1,Sn,1,0.005,mg/L,1,1/22/2022,16:03:12
165999-1,1,Sr,1,0.68,mg/L,1,1/22/2022,16:03:12
165999-1,1,Ti,1,0.007,mg/L,1,1/22/2022,16:03:12
165999-1,1,V,1,0.005,mg/L,1,1/22/2022,16:03:12
165999-1,1,W,1,0.007,mg/L,1,1/22/2022,16:03:12
165999-1,1,Zn,1,0.3770,mg/L,1,1/22/2022,16:03:12
165994-1,1,Ag,1,-0.001,mg/L,1,1/22/2022,16:05:54
165994-1,1,Al,1,69.200,mg/L,1,1/22/2022,16:05:54
165994-1,1,Au,1,Uncal,mg/L,1,1/22/2022,16:05:54
165994-1,1,B,1,0.612,mg/L,1,1/22/2022,16:05:54
165994-1,1,Ba,1,0.3370,mg/L,1,1/22/2022,16:05:54
165994-1,1,Be,1,0.001,mg/L,1,1/22/2022,16:05:54
165994-1,1,Ca,1,94.300,mg/L,1,1/22/2022,16:05:54
165994-1,1,Co,1,0.0090,mg/L,1,1/22/2022,16:05:54
165994-1,1,Cr,1,0.0061,mg/L,1,1/22/2022,16:05:54
165994-1,1,Cu,1,0.013,mg/L,1,1/22/2022,16:05:54
165994-1,1,Fe,1,0.454,mg/L,1,1/22/2022,16:05:54
165994-1,1,K,1,8.79,mg/L,1,1/22/2022,16:05:54
165994-1,1,La,1,Uncal,mg/L,1,1/22/2022,16:05:54
165994-1,1,Mg,1,16.11,mg/L,1,1/22/2022,16:05:54
165994-1,1,Mn,1,2.320,mg/L,1,1/22/2022,16:05:54
165994-1,1,Mo,1,0.001,mg/L,1,1/22/2022,16:05:54
165994-1,1,Na,1,9.98,mg/L,1,1/22/2022,16:05:54
165994-1,1,Ni,1,0.013,mg/L,1,1/22/2022,16:05:54
165994-1,1,P,1,1.510,mg/L,1,1/22/2022,16:05:54
165994-1,1,S,1,0.75,mg/L,1,1/22/2022,16:05:54
165994-1,1,Sc,1,Uncal,mg/L,1,1/22/2022,16:05:54
165994-1,1,Si,1,9.300,mg/L,1,1/22/2022,16:05:54
165994-1,1,Sn,1,0.005,mg/L,1,1/22/2022,16:05:54
165994-1,1,Sr,1,0.38,mg/L,1,1/22/2022,16:05:54
165994-1,1,Ti,1,0.007,mg/L,1,1/22/2022,16:05:54
165994-1,1,V,1,0.010,mg/L,1,1/22/2022,16:05:54
165994-1,1,W,1,0.003,mg/L,1,1/22/2022,16:05:54
165994-1,1,Zn,1,0.1780,mg/L,1,1/22/2022,16:05:54
