Sample,Analyte,Element,HT, ,units,rep,1/22/2022,14:47:19
165960-1,1,W,1,0.001,mg/L,1,1/22/2022,15:19:51
165960-1,1,Zn,1,0.2490,mg/L,1,1/22/2022,15:19:51
166000-1,1,Ag,1,-0.001,mg/L,1,1/22/2022,15:22:33
166000-1,1,Al,1,0.160,mg/L,1,1/22/2022,15:22:33
166000-1,1,Au,1,Uncal,mg/L,1,1/22/2022,15:22:33
166000-1,1,B,1,0.578,mg/L,1,1/22/2022,15:22:33
166000-1,1,Ba,1,0.0053,mg/L,1,1/22/2022,15:22:33
166000-1,1,Be,1,-0.001,mg/L,1,1/22/2022,15:22:33
166000-1,1,Ca,1,5.920,mg/L,1,1/22/2022,15:22:33
166000-1,1,Co,1,0.0041,mg/L,1,1/22/2022,15:22:33
166000-1,1,Cr,1,-0.0001,mg/L,1,1/22/2022,15:22:33
166000-1,1,Cu,1,0.062,mg/L,1,1/22/2022,15:22:33
166000-1,1,Fe,1,0.019,mg/L,1,1/22/2022,15:22:33
166000-1,1,K,1,0.67,mg/L,1,1/22/2022,15:22:33
166000-1,1,La,1,Uncal,mg/L,1,1/22/2022,15:22:33
166000-1,1,Mg,1,0.86,mg/L,1,1/22/2022,15:22:33
166000-1,1,Mn,1,0.405,mg/L,1,1/22/2022,15:22:33
166000-1,1,Mo,1,0.001,mg/L,1,1/22/2022,15:22:33
166000-1,1,Na,1,1.22,mg/L,1,1/22/2022,15:22:33
166000-1,1,Ni,1,0.069,mg/L,1,1/22/2022,15:22:33
166000-1,1,P,1,0.010,mg/L,1,1/22/2022,15:22:33
166000-1,1,S,1,0.17,mg/L,1,1/22/2022,15:22:33
166000-1,1,Sc,1,Uncal,mg/L,1,1/22/2022,15:22:33
166000-1,1,Si,1,0.525,mg/L,1,1/22/2022,15:22:33
166000-1,1,Sn,1,0.001,mg/L,1,1/22/2022,15:22:33
166000-1,1,Sr,1,0.02,mg/L,1,1/22/2022,15:22:33
166000-1,1,Ti,1,0.000,mg/L,1,1/22/2022,15:22:33
166000-1,1,V,1,0.000,mg/L,1,1/22/2022,15:22:33
166000-1,1,W,1,0.037,mg/L,1,1/22/2022,15:22:33
166000-1,1,Zn,1,2.2800,mg/L,1,1/22/2022,15:22:33
166000-2,1,Ag,1,-0.001,mg/L,1,1/22/2022,15:25:17
166000-2,1,Al,1,0.128,mg/L,1,1/22/2022,15:25:17
166000-2,1,Au,1,Uncal,mg/L,1,1/22/2022,15:25:17
166000-2,1,B,1,0.588,mg/L,1,1/22/2022,15:25:17
166000-2,1,Ba,1,0.0037,mg/L,1,1/22/2022,15:25:17
166000-2,1,Be,1,-0.001,mg/L,1,1/22/2022,15:25:17
166000-2,1,Ca,1,4.340,mg/L,1,1/22/2022,15:25:17
166000-2,1,Co,1,0.0001,mg/L,1,1/22/2022,15:25:17
166000-2,1,Cr,1,-0.0002,mg/L,1,1/22/2022,15:25:17
166000-2,1,Cu,1,0.150,mg/L,1,1/22/2022,15:25:17
166000-2,1,Fe,1,0.014,mg/L,1,1/22/2022,15:25:17
166000-2,1,K,1,0.22,mg/L,1,1/22/2022,15:25:17
166000-2,1,La,1,Uncal,mg/L,1,1/22/2022,15:25:17
166000-2,1,Mg,1,0.82,mg/L,1,1/22/2022,15:25:17
166000-2,1,Mn,1,0.027,mg/L,1,1/22/2022,15:25:17
166000-2,1,Mo,1,0.000,mg/L,1,1/22/2022,15:25:17
166000-2,1,Na,1,1.66,mg/L,1,1/22/2022,15:25:17
166000-2,1,Ni,1,0.033,mg/L,1,1/22/2022,15:25:17
166000-2,1,P,1,0.007,mg/L,1,1/22/2022,15:25:17
166000-2,1,S,1,0.30,mg/L,1,1/22/2022,15:25:17
166000-2,1,Sc,1,Uncal,mg/L,1,1/22/2022,15:25:17
166000-2,1,Si,1,1.180,mg/L,1,1/22/2022,15:25:17
166000-2,1,Sn,1,0.001,mg/L,1,1/22/2022,15:25:17
166000-2,1,Sr,1,0.01,mg/L,1,1/22/2022,15:25:17
166000-2,1,Ti,1,0.000,mg/L,1,1/22/2022,15:25:17
166000-2,1,V,1,0.000,mg/L,1,1/22/2022,15:25:17
166000-2,1,W,1,0.006,mg/L,1,1/22/2022,15:25:17
166000-2,1,Zn,1,0.4940,mg/L,1,1/22/2022,15:25:17
165989-1,1,Ag,1,-0.001,mg/L,1,1/22/2022,15:27:59
165989-1,1,Al,1,0.146,mg/L,1,1/22/2022,15:27:59
165989-1,1,Au,1,Uncal,mg/L,1,1/22/2022,15:27:59
165989-1,1,B,1,0.762,mg/L,1,1/22/2022,15:27:59
165989-1,1,Ba,1,0.0067,mg/L,1,1/22/2022,15:27:59
165989-1,1,Be,1,-0.001,mg/L,1,1/22/2022,15:27:59
165989-1,1,Ca,1,14.500,mg/L,1,1/22/2022,15:27:59
165989-1,1,Co,1,-0.0002,mg/L,1,1/22/2022,15:27:59
165989-1,1,Cr,1,-0.0002,mg/L,1,1/22/2022,15:27:59
165989-1,1,Cu,1,0.024,mg/L,1,1/22/2022,15:27:59
165989-1,1,Fe,1,0.485,mg/L,1,1/22/2022,15:27:59
165989-1,1,K,1,0.16,mg/L,1,1/22/2022,15:27:59
165989-1,1,La,1,Uncal,mg/L,1,1/22/2022,15:27:59
165989-1,1,Mg,1,1.92,mg/L,1,1/22/2022,15:27:59
165989-1,1,Mn,1,0.018,mg/L,1,1/22/2022,15:27:59
165989-1,1,Mo,1,0.000,mg/L,1,1/22/2022,15:27:59
165989-1,1,Na,1,2.36,mg/L,1,1/22/2022,15:27:59
165989-1,1,Ni,1,0.000,mg/L,1,1/22/2022,15:27:59
165989-1,1,P,1,-0.004,mg/L,1,1/22/2022,15:27:59
165989-1,1,S,1,0.39,mg/L,1,1/22/2022,15:27:59
165989-1,1,Sc,1,Uncal,mg/L,1,1/22/2022,15:27:59
165989-1,1,Si,1,5.020,mg/L,1,1/22/2022,15:27:59
165989-1,1,Sn,1,0.001,mg/L,1,1/22/2022,15:27:59
165989-1,1,Sr,1,0.02,mg/L,1,1/22/2022,15:27:59
165989-1,1,Ti,1,0.000,mg/L,1,1/22/2022,15:27:59
165989-1,1,V,1,0.000,mg/L,1,1/22/2022,15:27:59
165989-1,1,W,1,0.001,mg/L,1,1/22/2022,15:27:59
165989-1,1,Zn,1,0.0087,mg/L,1,1/22/2022,15:27:59
165990-1,1,Ag,1,-0.001,mg/L,1,1/22/2022,15:30:42
165990-1,1,Al,1,0.143,mg/L,1,1/22/2022,15:30:42
165990-1,1,Au,1,Uncal,mg/L,1,1/22/2022,15:30:42
165990-1,1,B,1,0.821,mg/L,1,1/22/2022,15:30:42
165990-1,1,Ba,1,0.0442,mg/L,1,1/22/2022,15:30:42
165990-1,1,Be,1,-0.001,mg/L,1,1/22/2022,15:30:42
165990-1,1,Ca,1,46.100,mg/L,1,1/22/2022,15:30:42
165990-1,1,Co,1,-0.0001,mg/L,1,1/22/2022,15:30:42
165990-1,1,Cr,1,-0.0004,mg/L,1,1/22/2022,15:30:42
165990-1,1,Cu,1,0.010,mg/L,1,1/22/2022,15:30:42
165990-1,1,Fe,1,0.018,mg/L,1,1/22/2022,15:30:42
165990-1,1,K,1,0.40,mg/L,1,1/22/2022,15:30:42
165990-1,1,La,1,Uncal,mg/L,1,1/22/2022,15:30:42
165990-1,1,Mg,1,8.40,mg/L,1,1/22/2022,15:30:42
165990-1,1,Mn,1,0.029,mg/L,1,1/22/2022,15:30:42
165990-1,1,Mo,1,0.000,mg/L,1,1/22/2022,15:30:42
165990-1,1,Na,1,86.80,mg/L,1,1/22/2022,15:30:42
165990-1,1,Ni,1,0.001,mg/L,1,1/22/2022,15:30:42
165990-1,1,P,1,0.002,mg/L,1,1/22/2022,15:30:42
165990-1,1,S,1,6.75,mg/L,1,1/22/2022,15:30:42
165990-1,1,Sc,1,Uncal,mg/L,1,1/22/2022,15:30:42
165990-1,1,Si,1,7.450,mg/L,1,1/22/2022,15:30:42
165990-1,1,Sn,1,0.000,mg/L,1,1/22/2022,15:30:42
165990-1,1,Sr,1,0.62,mg/L,1,1/22/2022,15:30:42
165990-1,1,Ti,1,0.000,mg/L,1,1/22/2022,15:30:42
165990-1,1,V,1,0.001,mg/L,1,1/22/2022,15:30:42
165990-1,1,W,1,0.007,mg/L,1,1/22/2022,15:30:42
165990-1,1,Zn,1,0.0300,mg/L,1,1/22/2022,15:30:42
165991-1,1,Ag,1,0.001,mg/L,1,1/22/2022,15:33:25
165991-1,1,Al,1,0.167,mg/L,1,1/22/2022,15:33:25
165991-1,1,Au,1,Uncal,mg/L,1,1/22/2022,15:33:25
165991-1,1,B,1,3.970,mg/L,1,1/22/2022,15:33:25
165991-1,1,Ba,1,0.0002,mg/L,1,1/22/2022,15:33:25
165991-1,1,Be,1,0.000,mg/L,1,1/22/2022,15:33:25
165991-1,1,Ca,1,1.410,mg/L,1,1/22/2022,15:33:25
165991-1,1,Co,1,-0.0002,mg/L,1,1/22/2022,15:33:25
165991-1,1,Cr,1,0.0001,mg/L,1,1/22/2022,15:33:25
165991-1,1,Cu,1,0.001,mg/L,1,1/22/2022,15:33:25
165991-1,1,Fe,1,0.017,mg/L,1,1/22/2022,15:33:25
165991-1,1,K,1,0.72,mg/L,1,1/22/2022,15:33:25
165991-1,1,La,1,Uncal,mg/L,1,1/22/2022,15:33:25
165991-1,1,Mg,1,-0.02,mg/L,1,1/22/2022,15:33:25
165991-1,1,Mn,1,0.000,mg/L,1,1/22/2022,15:33:25
165991-1,1,Mo,1,0.000,mg/L,1,1/22/2022,15:33:25
165991-1,1,Na,1,245.02,mg/L,1,1/22/2022,15:33:25
165991-1,1,Ni,1,0.000,mg/L,1,1/22/2022,15:33:25
165991-1,1,P,1,0.001,mg/L,1,1/22/2022,15:33:25
165991-1,1,S,1,57.75,mg/L,1,1/22/2022,15:33:25
165991-1,1,Sc,1,Uncal,mg/L,1,1/22/2022,15:33:25
165991-1,1,Si,1,16.200,mg/L,1,1/22/2022,15:33:25
165991-1,1,Sn,1,0.000,mg/L,1,1/22/2022,15:33:25
165991-1,1,Sr,1,0.00,mg/L,1,1/22/2022,15:33:25
165991-1,1,Ti,1,0.000,mg/L,1,1/22/2022,15:33:25
165991-1,1,V,1,0.000,mg/L,1,1/22/2022,15:33:25
165991-1,1,W,1,0.005,mg/L,1,1/22/2022,15:33:25
165991-1,1,Zn,1,0.0137,mg/L,1,1/22/2022,15:33:25
165993-1,1,Ag,1,-0.001,mg/L,1,1/22/2022,15:36:07
165993-1,1,Al,1,0.296,mg/L,1,1/22/2022,15:36:07
165993-1,1,Au,1,Uncal,mg/L,1,1/22/2022,15:36:07
165993-1,1,B,1,0.644,mg/L,1,1/22/2022,15:36:07
165993-1,1,Ba,1,0.0019,mg/L,1,1/22/2022,15:36:07
165993-1,1,Be,1,-0.001,mg/L,1,1/22/2022,15:36:07
165993-1,1,Ca,1,1.970,mg/L,1,1/22/2022,15:36:07
165993-1,1,Co,1,0.0000,mg/L,1,1/22/2022,15:36:07
165993-1,1,Cr,1,0.0001,mg/L,1,1/22/2022,15:36:07
165993-1,1,Cu,1,0.000,mg/L,1,1/22/2022,15:36:07
165993-1,1,Fe,1,0.079,mg/L,1,1/22/2022,15:36:07
165993-1,1,K,1,0.21,mg/L,1,1/22/2022,15:36:07
165993-1,1,La,1,Uncal,mg/L,1,1/22/2022,15:36:07
165993-1,1,Mg,1,0.87,mg/L,1,1/22/2022,15:36:07
165993-1,1,Mn,1,0.003,mg/L,1,1/22/2022,15:36:07
165993-1,1,Mo,1,0.000,mg/L,1,1/22/2022,15:36:07
165993-1,1,Na,1,3.76,mg/L,1,1/22/2022,15:36:07
165993-1,1,Ni,1,0.000,mg/L,1,1/22/2022,15:36:07
165993-1,1,P,1,0.001,mg/L,1,1/22/2022,15:36:07
165993-1,1,S,1,0.66,mg/L,1,1/22/2022,15:36:07
165993-1,1,Sc,1,Uncal,mg/L,1,1/22/2022,15:36:07
165993-1,1,Si,1,0.884,mg/L,1,1/22/2022,15:36:07
165993-1,1,Sn,1,0.000,mg/L,1,1/22/2022,15:36:07
165993-1,1,Sr,1,0.00,mg/L,1,1/22/2022,15:36:07
165993-1,1,Ti,1,0.001,mg/L,1,1/22/2022,15:36:07
165993-1,1,V,1,0.000,mg/L,1,1/22/2022,15:36:07
165993-1,1,W,1,0.003,mg/L,1,1/22/2022,15:36:07
165993-1,1,Zn,1,0.0093,mg/L,1,1/22/2022,15:36:07
166003-1,1,Ag,1,-0.001,mg/L,1,1/22/2022,15:38:50
166003-1,1,Al,1,0.135,mg/L,1,1/22/2022,15:38:50
166003-1,1,Au,1,Uncal,mg/L,1,1/22/2022,15:38:50
166003-1,1,B,1,0.798,mg/L,1,1/22/2022,15:38:50
166003-1,1,Ba,1,0.3490,mg/L,1,1/22/2022,15:38:50
166003-1,1,Be,1,-0.001,mg/L,1,1/22/2022,15:38:50
166003-1,1,Ca,1,73.600,mg/L,1,1/22/2022,15:38:50
166003-1,1,Co,1,-0.0003,mg/L,1,1/22/2022,15:38:50
166003-1,1,Cr,1,-0.0007,mg/L,1,1/22/2022,15:38:50
166003-1,1,Cu,1,1.200,mg/L,1,1/22/2022,15:38:50
166003-1,1,Fe,1,0.016,mg/L,1,1/22/2022,15:38:50
166003-1,1,K,1,3.05,mg/L,1,1/22/2022,15:38:50
166003-1,1,La,1,Uncal,mg/L,1,1/22/2022,15:38:50
166003-1,1,Mg,1,16.75,mg/L,1,1/22/2022,15:38:50
166003-1,1,Mn,1,0.000,mg/L,1,1/22/2022,15:38:50
166003-1,1,Mo,1,0.000,mg/L,1,1/22/2022,15:38:50
166003-1,1,Na,1,115.83,mg/L,1,1/22/2022,15:38:50
166003-1,1,Ni,1,0.000,mg/L,1,1/22/2022,15:38:50
166003-1,1,P,1,0.012,mg/L,1,1/22/2022,15:38:50
166003-1,1,S,1,6.39,mg/L,1,1/22/2022,15:38:50
166003-1,1,Sc,1,Uncal,mg/L,1,1/22/2022,15:38:50
166003-1,1,Si,1,8.940,mg/L,1,1/22/2022,15:38:50
166003-1,1,Sn,1,0.001,mg/L,1,1/22/2022,15:38:50
166003-1,1,Sr,1,1.39,mg/L,1,1/22/2022,15:38:50
166003-1,1,Ti,1,0.000,mg/L,1,1/22/2022,15:38:50
166003-1,1,V,1,0.001,mg/L,1,1/22/2022,15:38:50
166003-1,1,W,1,0.009,mg/L,1,1/22/2022,15:38:50
166003-1,1,Zn,1,0.0795,mg/L,1,1/22/2022,15:38:50
166004-1,1,Ag,1,-0.001,mg/L,1,1/22/2022,15:41:32
166004-1,1,Al,1,0.165,mg/L,1,1/22/2022,15:41:32
166004-1,1,Au,1,Uncal,mg/L,1,1/22/2022,15:41:32
166004-1,1,B,1,0.838,mg/L,1,1/22/2022,15:41:32
166004-1,1,Ba,1,0.0669,mg/L,1,1/22/2022,15:41:32
166004-1,1,Be,1,-0.001,mg/L,1,1/22/2022,15:41:32
166004-1,1,Ca,1,33.800,mg/L,1,1/22/2022,15:41:32
166004-1,1,Co,1,0.0000,mg/L,1,1/22/2022,15:41:32
166004-1,1,Cr,1,-0.0005,mg/L,1,1/22/2022,15:41:32
166004-1,1,Cu,1,0.007,mg/L,1,1/22/2022,15:41:32
166004-1,1,Fe,1,0.152,mg/L,1,1/22/2022,15:41:32
166004-1,1,K,1,1.30,mg/L,1,1/22/2022,15:41:32
166004-1,1,La,1,Uncal,mg/L,1,1/22/2022,15:41:32
166004-1,1,Mg,1,8.56,mg/L,1,1/22/2022,15:41:32
166004-1,1,Mn,1,0.106,mg/L,1,1/22/2022,15:41:32
166004-1,1,Mo,1,0.000,mg/L,1,1/22/2022,15:41:32
166004-1,1,Na,1,76.19,mg/L,1,1/22/2022,15:41:32
166004-1,1,Ni,1,0.000,mg/L,1,1/22/2022,15:41:32
166004-1,1,P,1,0.008,mg/L,1,1/22/2022,15:41:32
166004-1,1,S,1,8.93,mg/L,1,1/22/2022,15:41:32
166004-1,1,Sc,1,Uncal,mg/L,1,1/22/2022,15:41:32
166004-1,1,Si,1,6.040,mg/L,1,1/22/2022,15:41:32
166004-1,1,Sn,1,0.002,mg/L,1,1/22/2022,15:41:32
166004-1,1,Sr,1,0.45,mg/L,1,1/22/2022,15:41:32
166004-1,1,Ti,1,0.001,mg/L,1,1/22/2022,15:41:32
166004-1,1,V,1,0.001,mg/L,1,1/22/2022,15:41:32
166004-1,1,W,1,0.005,mg/L,1,1/22/2022,15:41:32
166004-1,1,Zn,1,0.0475,mg/L,1,1/22/2022,15:41:32
166002-1,1,Ag,1,-0.001,mg/L,1,1/22/2022,15:44:15
166002-1,1,Al,1,0.152,mg/L,1,1/22/2022,15:44:15
166002-1,1,Au,1,Uncal,mg/L,1,1/22/2022,15:44:15
166002-1,1,B,1,0.700,mg/L,1,1/22/2022,15:44:15
166002-1,1,Ba,1,0.0051,mg/L,1,1/22/2022,15:44:15
166002-1,1,Be,1,-0.001,mg/L,1,1/22/2022,15:44:15
166002-1,1,Ca,1,7.580,mg/L,1,1/22/2022,15:44:15
166002-1,1,Co,1,-0.0001,mg/L,1,1/22/2022,15:44:15
166002-1,1,Cr,1,-0.0002,mg/L,1,1/22/2022,15:44:15
166002-1,1,Cu,1,0.020,mg/L,1,1/22/2022,15:44:15
166002-1,1,Fe,1,0.097,mg/L,1,1/22/2022,15:44:15
166002-1,1,K,1,0.16,mg/L,1,1/22/2022,15:44:15
166002-1,1,La,1,Uncal,mg/L,1,1/22/2022,15:44:15
166002-1,1,Mg,1,0.97,mg/L,1,1/22/2022,15:44:15
166002-1,1,Mn,1,0.002,mg/L,1,1/22/2022,15:44:15
166002-1,1,Mo,1,0.001,mg/L,1,1/22/2022,15:44:15
166002-1,1,Na,1,2.60,mg/L,1,1/22/2022,15:44:15
166002-1,1,Ni,1,0.000,mg/L,1,1/22/2022,15:44:15
166002-1,1,P,1,-0.001,mg/L,1,1/22/2022,15:44:15
166002-1,1,S,1,0.40,mg/L,1,1/22/2022,15:44:15
166002-1,1,Sc,1,Uncal,mg/L,1,1/22/2022,15:44:15
166002-1,1,Si,1,1.990,mg/L,1,1/22/2022,15:44:15
166002-1,1,Sn,1,0.000,mg/L,1,1/22/2022,15:44:15
166002-1,1,Sr,1,0.01,mg/L,1,1/22/2022,15:44:15
166002-1,1,Ti,1,0.000,mg/L,1,1/22/2022,15:44:15
166002-1,1,V,1,0.000,mg/L,1,1/22/2022,15:44:15
166002-1,1,W,1,0.002,mg/L,1,1/22/2022,15:44:15
166002-1,1,Zn,1,0.0118,mg/L,1,1/22/2022,15:44:15
166002-2,1,Ag,1,-0.001,mg/L,1,1/22/2022,15:46:57
166002-2,1,Al,1,0.136,mg/L,1,1/22/2022,15:46:57
166002-2,1,Au,1,Uncal,mg/L,1,1/22/2022,15:46:57
166002-2,1,B,1,0.657,mg/L,1,1/22/2022,15:46:57
166002-2,1,Ba,1,0.0050,mg/L,1,1/22/2022,15:46:57
166002-2,1,Be,1,-0.001,mg/L,1,1/22/2022,15:46:57
166002-2,1,Ca,1,7.040,mg/L,1,1/22/2022,15:46:57
166002-2,1,Co,1,0.0000,mg/L,1,1/22/2022,15:46:57
166002-2,1,Cr,1,-0.0001,mg/L,1,1/22/2022,15:46:57
166002-2,1,Cu,1,0.053,mg/L,1,1/22/2022,15:46:57
166002-2,1,Fe,1,0.282,mg/L,1,1/22/2022,15:46:57
166002-2,1,K,1,0.19,mg/L,1,1/22/2022,15:46:57
166002-2,1,La,1,Uncal,mg/L,1,1/22/2022,15:46:57
166002-2,1,Mg,1,1.18,mg/L,1,1/22/2022,15:46:57
166002-2,1,Mn,1,0.008,mg/L,1,1/22/2022,15:46:57
166002-2,1,Mo,1,0.000,mg/L,1,1/22/2022,15:46:57
166002-2,1,Na,1,3.09,mg/L,1,1/22/2022,15:46:57
166002-2,1,Ni,1,0.000,mg/L,1,1/22/2022,15:46:57
166002-2,1,P,1,0.003,mg/L,1,1/22/2022,15:46:57
166002-2,1,S,1,0.41,mg/L,1,1/22/2022,15:46:57
166002-2,1,Sc,1,Uncal,mg/L,1,1/22/2022,15:46:57
166002-2,1,Si,1,2.050,mg/L,1,1/22/2022,15:46:57
166002-2,1,Sn,1,-0.001,mg/L,1,1/22/2022,15:46:57
166002-2,1,Sr,1,0.01,mg/L,1,1/22/2022,15:46:57
166002-2,1,Ti,1,0.000,mg/L,1,1/22/2022,15:46:57
166002-2,1,V,1,0.000,mg/L,1,1/22/2022,15:46:57
166002-2,1,W,1,0.003,mg/L,1,1/22/2022,15:46:57
166002-2,1,Zn,1,0.0246,mg/L,1,1/22/2022,15:46:57
166002-3,1,Ag,1,-0.001,mg/L,1,1/22/2022,15:49:39
166002-3,1,Al,1,0.156,mg/L,1,1/22/2022,15:49:39
166002-3,1,Au,1,Uncal,mg/L,1,1/22/2022,15:49:39
166002-3,1,B,1,0.681,mg/L,1,1/22/2022,15:49:39
166002-3,1,Ba,1,0.0046,mg/L,1,1/22/2022,15:49:39
166002-3,1,Be,1,-0.001,mg/L,1,1/22/2022,15:49:39
166002-3,1,Ca,1,7.440,mg/L,1,1/22/2022,15:49:39
166002-3,1,Co,1,-0.0001,mg/L,1,1/22/2022,15:49:39
166002-3,1,Cr,1,-0.0001,mg/L,1,1/22/2022,15:49:39
166002-3,1,Cu,1,0.110,mg/L,1,1/22/2022,15:49:39
166002-3,1,Fe,1,0.179,mg/L,1,1/22/2022,15:49:39
166002-3,1,K,1,0.19,mg/L,1,1/22/2022,15:49:39
166002-3,1,La,1,Uncal,mg/L,1,1/22/2022,15:49:39
166002-3,1,Mg,1,1.11,mg/L,1,1/22/2022,15:49:39
166002-3,1,Mn,1,0.004,mg/L,1,1/22/2022,15:49:39
166002-3,1,Mo,1,0.000,mg/L,1,1/22/2022,15:49:39
166002-3,1,Na,1,2.74,mg/L,1,1/22/2022,15:49:39
166002-3,1,Ni,1,0.000,mg/L,1,1/22/2022,15:49:39
166002-3,1,P,1,0.006,mg/L,1,1/22/2022,15:49:39
166002-3,1,S,1,0.43,mg/L,1,1/22/2022,15:49:39
166002-3,1,Sc,1,Uncal,mg/L,1,1/22/2022,15:49:39
166002-3,1,Si,1,2.080,mg/L,1,1/22/2022,15:49:39
166002-3,1,Sn,1,0.003,mg/L,1,1/22/2022,15:49:39
166002-3,1,Sr,1,0.01,mg/L,1,1/22/2022,15:49:39
166002-3,1,Ti,1,0.000,mg/L,1,1/22/2022,15:49:39
166002-3,1,V,1,0.000,mg/L,1,1/22/2022,15:49:39
166002-3,1,W,1,0.001,mg/L,1,1/22/2022,15:49:39
166002-3,1,Zn,1,0.0159,mg/L,1,1/22/2022,15:49:39
166002-4,1,Ag,1,-0.001,mg/L,1,1/22/2022,15:52:22
166002-4,1,Al,1,0.156,mg/L,1,1/22/2022,15:52:22
166002-4,1,Au,1,Uncal,mg/L,1,1/22/2022,15:52:22
166002-4,1,B,1,0.696,mg/L,1,1/22/2022,15:52:22
166002-4,1,Ba,1,0.0044,mg/L,1,1/22/2022,15:52:22
166002-4,1,Be,1,-0.001,mg/L,1,1/22/2022,15:52:22
166002-4,1,Ca,1,6.860,mg/L,1,1/22/2022,15:52:22
166002-4,1,Co,1,-0.0001,mg/L,1,1/22/2022,15:52:22
166002-4,1,Cr,1,0.0001,mg/L,1,1/22/2022,15:52:22
166002-4,1,Cu,1,0.120,mg/L,1,1/22/2022,15:52:22
166002-4,1,Fe,1,0.200,mg/L,1,1/22/2022,15:52:22
166002-4,1,K,1,0.17,mg/L,1,1/22/2022,15:52:22
166002-4,1,La,1,Uncal,mg/L,1,1/22/2022,15:52:22
166002-4,1,Mg,1,1.03,mg/L,1,1/22/2022,15:52:22
166002-4,1,Mn,1,0.004,mg/L,1,1/22/2022,15:52:22
