Sample,Analyte,Element,HT, ,units,rep,1/4/2023,11:33:08
171951-1,1,Mo,1,0.001,mg/L,1,1/4/2023,12:30:03
171951-1,1,Na,1,6.86,mg/L,1,1/4/2023,12:30:03
171951-1,1,Ni,1,0.001,mg/L,1,1/4/2023,12:30:03
171951-1,1,P,1,-0.004,mg/L,1,1/4/2023,12:30:03
171951-1,1,S,1,2.85,mg/L,1,1/4/2023,12:30:03
171951-1,1,Sc,1,Uncal,mg/L,1,1/4/2023,12:30:03
171951-1,1,Si,1,11.300,mg/L,1,1/4/2023,12:30:03
171951-1,1,Sn,1,0.004,mg/L,1,1/4/2023,12:30:03
171951-1,1,Sr,1,0.28,mg/L,1,1/4/2023,12:30:03
171951-1,1,Ti,1,0.001,mg/L,1,1/4/2023,12:30:03
171951-1,1,V,1,0.001,mg/L,1,1/4/2023,12:30:03
171951-1,1,W,1,0.002,mg/L,1,1/4/2023,12:30:03
171951-1,1,Zn,1,0.0139,mg/L,1,1/4/2023,12:30:03
171958-4,1,Ag,1,0.000,mg/L,1,1/4/2023,12:32:46
171958-4,1,Al,1,0.179,mg/L,1,1/4/2023,12:32:46
171958-4,1,Au,1,Uncal,mg/L,1,1/4/2023,12:32:46
171958-4,1,B,1,0.777,mg/L,1,1/4/2023,12:32:46
171958-4,1,Ba,1,0.0144,mg/L,1,1/4/2023,12:32:46
171958-4,1,Be,1,0.000,mg/L,1,1/4/2023,12:32:46
171958-4,1,Ca,1,5.850,mg/L,1,1/4/2023,12:32:46
171958-4,1,Co,1,0.0003,mg/L,1,1/4/2023,12:32:46
171958-4,1,Cr,1,0.0002,mg/L,1,1/4/2023,12:32:46
171958-4,1,Cu,1,0.022,mg/L,1,1/4/2023,12:32:46
171958-4,1,Fe,1,0.360,mg/L,1,1/4/2023,12:32:46
171958-4,1,K,1,0.79,mg/L,1,1/4/2023,12:32:46
171958-4,1,La,1,Uncal,mg/L,1,1/4/2023,12:32:46
171958-4,1,Mg,1,0.93,mg/L,1,1/4/2023,12:32:46
171958-4,1,Mn,1,0.006,mg/L,1,1/4/2023,12:32:46
171958-4,1,Mo,1,0.001,mg/L,1,1/4/2023,12:32:46
171958-4,1,Na,1,16.84,mg/L,1,1/4/2023,12:32:46
171958-4,1,Ni,1,0.001,mg/L,1,1/4/2023,12:32:46
171958-4,1,P,1,0.000,mg/L,1,1/4/2023,12:32:46
171958-4,1,S,1,0.29,mg/L,1,1/4/2023,12:32:46
171958-4,1,Sc,1,Uncal,mg/L,1,1/4/2023,12:32:46
171958-4,1,Si,1,1.620,mg/L,1,1/4/2023,12:32:46
171958-4,1,Sn,1,0.001,mg/L,1,1/4/2023,12:32:46
171958-4,1,Sr,1,0.01,mg/L,1,1/4/2023,12:32:46
171958-4,1,Ti,1,0.001,mg/L,1,1/4/2023,12:32:46
171958-4,1,V,1,0.000,mg/L,1,1/4/2023,12:32:46
171958-4,1,W,1,0.002,mg/L,1,1/4/2023,12:32:46
171958-4,1,Zn,1,0.0182,mg/L,1,1/4/2023,12:32:46
171958-2,1,Ag,1,0.000,mg/L,1,1/4/2023,12:35:28
171958-2,1,Al,1,0.150,mg/L,1,1/4/2023,12:35:28
171958-2,1,Au,1,Uncal,mg/L,1,1/4/2023,12:35:28
171958-2,1,B,1,0.804,mg/L,1,1/4/2023,12:35:28
171958-2,1,Ba,1,0.0118,mg/L,1,1/4/2023,12:35:28
171958-2,1,Be,1,0.000,mg/L,1,1/4/2023,12:35:28
171958-2,1,Ca,1,5.400,mg/L,1,1/4/2023,12:35:28
171958-2,1,Co,1,0.0002,mg/L,1,1/4/2023,12:35:28
171958-2,1,Cr,1,0.0004,mg/L,1,1/4/2023,12:35:28
171958-2,1,Cu,1,0.025,mg/L,1,1/4/2023,12:35:28
171958-2,1,Fe,1,0.586,mg/L,1,1/4/2023,12:35:28
171958-2,1,K,1,0.72,mg/L,1,1/4/2023,12:35:28
171958-2,1,La,1,Uncal,mg/L,1,1/4/2023,12:35:28
171958-2,1,Mg,1,0.87,mg/L,1,1/4/2023,12:35:28
171958-2,1,Mn,1,0.007,mg/L,1,1/4/2023,12:35:28
171958-2,1,Mo,1,0.000,mg/L,1,1/4/2023,12:35:28
171958-2,1,Na,1,15.45,mg/L,1,1/4/2023,12:35:28
171958-2,1,Ni,1,0.007,mg/L,1,1/4/2023,12:35:28
171958-2,1,P,1,-0.003,mg/L,1,1/4/2023,12:35:28
171958-2,1,S,1,0.27,mg/L,1,1/4/2023,12:35:28
171958-2,1,Sc,1,Uncal,mg/L,1,1/4/2023,12:35:28
171958-2,1,Si,1,1.470,mg/L,1,1/4/2023,12:35:28
171958-2,1,Sn,1,0.001,mg/L,1,1/4/2023,12:35:28
171958-2,1,Sr,1,0.01,mg/L,1,1/4/2023,12:35:28
171958-2,1,Ti,1,0.001,mg/L,1,1/4/2023,12:35:28
171958-2,1,V,1,0.000,mg/L,1,1/4/2023,12:35:28
171958-2,1,W,1,0.003,mg/L,1,1/4/2023,12:35:28
171958-2,1,Zn,1,0.0223,mg/L,1,1/4/2023,12:35:28
171940-1,1,Ag,1,0.000,mg/L,1,1/4/2023,12:38:12
171940-1,1,Al,1,0.621,mg/L,1,1/4/2023,12:38:12
171940-1,1,Au,1,Uncal,mg/L,1,1/4/2023,12:38:12
171940-1,1,B,1,0.726,mg/L,1,1/4/2023,12:38:12
171940-1,1,Ba,1,0.0219,mg/L,1,1/4/2023,12:38:12
171940-1,1,Be,1,0.000,mg/L,1,1/4/2023,12:38:12
171940-1,1,Ca,1,31.900,mg/L,1,1/4/2023,12:38:12
171940-1,1,Co,1,0.0007,mg/L,1,1/4/2023,12:38:12
171940-1,1,Cr,1,0.0008,mg/L,1,1/4/2023,12:38:12
171940-1,1,Cu,1,0.550,mg/L,1,1/4/2023,12:38:12
171940-1,1,Fe,1,0.798,mg/L,1,1/4/2023,12:38:12
171940-1,1,K,1,1.64,mg/L,1,1/4/2023,12:38:12
171940-1,1,La,1,Uncal,mg/L,1,1/4/2023,12:38:12
171940-1,1,Mg,1,7.35,mg/L,1,1/4/2023,12:38:12
171940-1,1,Mn,1,0.008,mg/L,1,1/4/2023,12:38:12
171940-1,1,Mo,1,0.000,mg/L,1,1/4/2023,12:38:12
171940-1,1,Na,1,10.59,mg/L,1,1/4/2023,12:38:12
171940-1,1,Ni,1,0.005,mg/L,1,1/4/2023,12:38:12
171940-1,1,P,1,0.011,mg/L,1,1/4/2023,12:38:12
171940-1,1,S,1,10.80,mg/L,1,1/4/2023,12:38:12
171940-1,1,Sc,1,Uncal,mg/L,1,1/4/2023,12:38:12
171940-1,1,Si,1,9.330,mg/L,1,1/4/2023,12:38:12
171940-1,1,Sn,1,0.001,mg/L,1,1/4/2023,12:38:12
171940-1,1,Sr,1,0.94,mg/L,1,1/4/2023,12:38:12
171940-1,1,Ti,1,0.019,mg/L,1,1/4/2023,12:38:12
171940-1,1,V,1,0.002,mg/L,1,1/4/2023,12:38:12
171940-1,1,W,1,0.012,mg/L,1,1/4/2023,12:38:12
171940-1,1,Zn,1,0.9600,mg/L,1,1/4/2023,12:38:12
171952-1,1,Ag,1,0.000,mg/L,1,1/4/2023,12:40:54
171952-1,1,Al,1,2.640,mg/L,1,1/4/2023,12:40:54
171952-1,1,Au,1,Uncal,mg/L,1,1/4/2023,12:40:54
171952-1,1,B,1,0.949,mg/L,1,1/4/2023,12:40:54
171952-1,1,Ba,1,0.0106,mg/L,1,1/4/2023,12:40:54
171952-1,1,Be,1,0.000,mg/L,1,1/4/2023,12:40:54
171952-1,1,Ca,1,5.770,mg/L,1,1/4/2023,12:40:54
171952-1,1,Co,1,0.0015,mg/L,1,1/4/2023,12:40:54
171952-1,1,Cr,1,0.0058,mg/L,1,1/4/2023,12:40:54
171952-1,1,Cu,1,0.085,mg/L,1,1/4/2023,12:40:54
171952-1,1,Fe,1,3.950,mg/L,1,1/4/2023,12:40:54
171952-1,1,K,1,0.73,mg/L,1,1/4/2023,12:40:54
171952-1,1,La,1,Uncal,mg/L,1,1/4/2023,12:40:54
171952-1,1,Mg,1,1.60,mg/L,1,1/4/2023,12:40:54
171952-1,1,Mn,1,0.054,mg/L,1,1/4/2023,12:40:54
171952-1,1,Mo,1,0.007,mg/L,1,1/4/2023,12:40:54
171952-1,1,Na,1,111.47,mg/L,1,1/4/2023,12:40:54
171952-1,1,Ni,1,0.004,mg/L,1,1/4/2023,12:40:54
171952-1,1,P,1,0.031,mg/L,1,1/4/2023,12:40:54
171952-1,1,S,1,11.78,mg/L,1,1/4/2023,12:40:54
171952-1,1,Sc,1,Uncal,mg/L,1,1/4/2023,12:40:54
171952-1,1,Si,1,11.800,mg/L,1,1/4/2023,12:40:54
171952-1,1,Sn,1,-0.002,mg/L,1,1/4/2023,12:40:54
171952-1,1,Sr,1,0.01,mg/L,1,1/4/2023,12:40:54
171952-1,1,Ti,1,0.129,mg/L,1,1/4/2023,12:40:54
171952-1,1,V,1,0.007,mg/L,1,1/4/2023,12:40:54
171952-1,1,W,1,0.002,mg/L,1,1/4/2023,12:40:54
171952-1,1,Zn,1,0.0415,mg/L,1,1/4/2023,12:40:54
171941-1,1,Ag,1,0.000,mg/L,1,1/4/2023,12:43:37
171941-1,1,Al,1,0.778,mg/L,1,1/4/2023,12:43:37
171941-1,1,Au,1,Uncal,mg/L,1,1/4/2023,12:43:37
171941-1,1,B,1,0.547,mg/L,1,1/4/2023,12:43:37
171941-1,1,Ba,1,0.0053,mg/L,1,1/4/2023,12:43:37
171941-1,1,Be,1,0.000,mg/L,1,1/4/2023,12:43:37
171941-1,1,Ca,1,41.600,mg/L,1,1/4/2023,12:43:37
171941-1,1,Co,1,0.0004,mg/L,1,1/4/2023,12:43:37
171941-1,1,Cr,1,0.0012,mg/L,1,1/4/2023,12:43:37
171941-1,1,Cu,1,0.055,mg/L,1,1/4/2023,12:43:37
171941-1,1,Fe,1,0.978,mg/L,1,1/4/2023,12:43:37
171941-1,1,K,1,0.59,mg/L,1,1/4/2023,12:43:37
171941-1,1,La,1,Uncal,mg/L,1,1/4/2023,12:43:37
171941-1,1,Mg,1,9.47,mg/L,1,1/4/2023,12:43:37
171941-1,1,Mn,1,0.014,mg/L,1,1/4/2023,12:43:37
171941-1,1,Mo,1,0.001,mg/L,1,1/4/2023,12:43:37
171941-1,1,Na,1,9.63,mg/L,1,1/4/2023,12:43:37
171941-1,1,Ni,1,0.001,mg/L,1,1/4/2023,12:43:37
171941-1,1,P,1,0.006,mg/L,1,1/4/2023,12:43:37
171941-1,1,S,1,4.50,mg/L,1,1/4/2023,12:43:37
171941-1,1,Sc,1,Uncal,mg/L,1,1/4/2023,12:43:37
171941-1,1,Si,1,11.000,mg/L,1,1/4/2023,12:43:37
171941-1,1,Sn,1,0.000,mg/L,1,1/4/2023,12:43:37
171941-1,1,Sr,1,0.09,mg/L,1,1/4/2023,12:43:37
171941-1,1,Ti,1,0.024,mg/L,1,1/4/2023,12:43:37
171941-1,1,V,1,0.003,mg/L,1,1/4/2023,12:43:37
171941-1,1,W,1,0.002,mg/L,1,1/4/2023,12:43:37
171941-1,1,Zn,1,0.0292,mg/L,1,1/4/2023,12:43:37
171967-1,1,Ag,1,0.000,mg/L,1,1/4/2023,12:46:20
171967-1,1,Al,1,0.197,mg/L,1,1/4/2023,12:46:20
171967-1,1,Au,1,Uncal,mg/L,1,1/4/2023,12:46:20
171967-1,1,B,1,0.525,mg/L,1,1/4/2023,12:46:20
171967-1,1,Ba,1,0.0071,mg/L,1,1/4/2023,12:46:20
171967-1,1,Be,1,0.000,mg/L,1,1/4/2023,12:46:20
171967-1,1,Ca,1,23.700,mg/L,1,1/4/2023,12:46:20
171967-1,1,Co,1,0.0002,mg/L,1,1/4/2023,12:46:20
171967-1,1,Cr,1,0.0000,mg/L,1,1/4/2023,12:46:20
171967-1,1,Cu,1,0.290,mg/L,1,1/4/2023,12:46:20
171967-1,1,Fe,1,0.181,mg/L,1,1/4/2023,12:46:20
171967-1,1,K,1,1.14,mg/L,1,1/4/2023,12:46:20
171967-1,1,La,1,Uncal,mg/L,1,1/4/2023,12:46:20
171967-1,1,Mg,1,7.99,mg/L,1,1/4/2023,12:46:20
171967-1,1,Mn,1,0.004,mg/L,1,1/4/2023,12:46:20
171967-1,1,Mo,1,0.000,mg/L,1,1/4/2023,12:46:20
171967-1,1,Na,1,16.22,mg/L,1,1/4/2023,12:46:20
171967-1,1,Ni,1,0.002,mg/L,1,1/4/2023,12:46:20
171967-1,1,P,1,0.026,mg/L,1,1/4/2023,12:46:20
171967-1,1,S,1,3.13,mg/L,1,1/4/2023,12:46:20
171967-1,1,Sc,1,Uncal,mg/L,1,1/4/2023,12:46:20
171967-1,1,Si,1,11.000,mg/L,1,1/4/2023,12:46:20
171967-1,1,Sn,1,0.001,mg/L,1,1/4/2023,12:46:20
171967-1,1,Sr,1,0.11,mg/L,1,1/4/2023,12:46:20
171967-1,1,Ti,1,0.002,mg/L,1,1/4/2023,12:46:20
171967-1,1,V,1,0.001,mg/L,1,1/4/2023,12:46:20
171967-1,1,W,1,0.004,mg/L,1,1/4/2023,12:46:20
171967-1,1,Zn,1,0.1070,mg/L,1,1/4/2023,12:46:20
171968-1,1,Ag,1,0.000,mg/L,1,1/4/2023,12:49:02
171968-1,1,Al,1,0.171,mg/L,1,1/4/2023,12:49:02
171968-1,1,Au,1,Uncal,mg/L,1,1/4/2023,12:49:02
171968-1,1,B,1,0.659,mg/L,1,1/4/2023,12:49:02
171968-1,1,Ba,1,0.0024,mg/L,1,1/4/2023,12:49:02
171968-1,1,Be,1,0.000,mg/L,1,1/4/2023,12:49:02
171968-1,1,Ca,1,10.700,mg/L,1,1/4/2023,12:49:02
171968-1,1,Co,1,0.0002,mg/L,1,1/4/2023,12:49:02
171968-1,1,Cr,1,0.0002,mg/L,1,1/4/2023,12:49:02
171968-1,1,Cu,1,0.001,mg/L,1,1/4/2023,12:49:02
171968-1,1,Fe,1,0.329,mg/L,1,1/4/2023,12:49:02
171968-1,1,K,1,0.25,mg/L,1,1/4/2023,12:49:02
171968-1,1,La,1,Uncal,mg/L,1,1/4/2023,12:49:02
171968-1,1,Mg,1,1.04,mg/L,1,1/4/2023,12:49:02
171968-1,1,Mn,1,0.017,mg/L,1,1/4/2023,12:49:02
171968-1,1,Mo,1,0.001,mg/L,1,1/4/2023,12:49:02
171968-1,1,Na,1,57.99,mg/L,1,1/4/2023,12:49:02
171968-1,1,Ni,1,0.001,mg/L,1,1/4/2023,12:49:02
171968-1,1,P,1,0.018,mg/L,1,1/4/2023,12:49:02
171968-1,1,S,1,1.67,mg/L,1,1/4/2023,12:49:02
171968-1,1,Sc,1,Uncal,mg/L,1,1/4/2023,12:49:02
171968-1,1,Si,1,6.580,mg/L,1,1/4/2023,12:49:02
171968-1,1,Sn,1,0.001,mg/L,1,1/4/2023,12:49:02
171968-1,1,Sr,1,0.02,mg/L,1,1/4/2023,12:49:02
171968-1,1,Ti,1,0.001,mg/L,1,1/4/2023,12:49:02
171968-1,1,V,1,0.000,mg/L,1,1/4/2023,12:49:02
171968-1,1,W,1,0.003,mg/L,1,1/4/2023,12:49:02
171968-1,1,Zn,1,0.0124,mg/L,1,1/4/2023,12:49:02
171974-1,1,Ag,1,0.000,mg/L,1,1/4/2023,12:51:45
171974-1,1,Al,1,0.159,mg/L,1,1/4/2023,12:51:45
171974-1,1,Au,1,Uncal,mg/L,1,1/4/2023,12:51:45
171974-1,1,B,1,0.573,mg/L,1,1/4/2023,12:51:45
171974-1,1,Ba,1,0.0055,mg/L,1,1/4/2023,12:51:45
171974-1,1,Be,1,0.000,mg/L,1,1/4/2023,12:51:45
171974-1,1,Ca,1,9.260,mg/L,1,1/4/2023,12:51:45
171974-1,1,Co,1,0.0002,mg/L,1,1/4/2023,12:51:45
171974-1,1,Cr,1,0.0001,mg/L,1,1/4/2023,12:51:45
171974-1,1,Cu,1,0.001,mg/L,1,1/4/2023,12:51:45
171974-1,1,Fe,1,0.166,mg/L,1,1/4/2023,12:51:45
171974-1,1,K,1,0.15,mg/L,1,1/4/2023,12:51:45
171974-1,1,La,1,Uncal,mg/L,1,1/4/2023,12:51:45
171974-1,1,Mg,1,0.69,mg/L,1,1/4/2023,12:51:45
171974-1,1,Mn,1,0.004,mg/L,1,1/4/2023,12:51:45
171974-1,1,Mo,1,0.001,mg/L,1,1/4/2023,12:51:45
171974-1,1,Na,1,1.50,mg/L,1,1/4/2023,12:51:45
171974-1,1,Ni,1,0.000,mg/L,1,1/4/2023,12:51:45
171974-1,1,P,1,0.000,mg/L,1,1/4/2023,12:51:45
171974-1,1,S,1,0.38,mg/L,1,1/4/2023,12:51:45
171974-1,1,Sc,1,Uncal,mg/L,1,1/4/2023,12:51:45
171974-1,1,Si,1,1.930,mg/L,1,1/4/2023,12:51:45
171974-1,1,Sn,1,0.002,mg/L,1,1/4/2023,12:51:45
171974-1,1,Sr,1,0.02,mg/L,1,1/4/2023,12:51:45
171974-1,1,Ti,1,0.002,mg/L,1,1/4/2023,12:51:45
171974-1,1,V,1,0.001,mg/L,1,1/4/2023,12:51:45
171974-1,1,W,1,0.003,mg/L,1,1/4/2023,12:51:45
171974-1,1,Zn,1,0.0070,mg/L,1,1/4/2023,12:51:45
171965-1,1,Ag,1,0.000,mg/L,1,1/4/2023,12:54:27
171965-1,1,Al,1,0.168,mg/L,1,1/4/2023,12:54:27
171965-1,1,Au,1,Uncal,mg/L,1,1/4/2023,12:54:27
171965-1,1,B,1,1.150,mg/L,1,1/4/2023,12:54:27
171965-1,1,Ba,1,0.0043,mg/L,1,1/4/2023,12:54:27
171965-1,1,Be,1,0.000,mg/L,1,1/4/2023,12:54:27
171965-1,1,Ca,1,63.300,mg/L,1,1/4/2023,12:54:27
171965-1,1,Co,1,0.0002,mg/L,1,1/4/2023,12:54:27
171965-1,1,Cr,1,0.0010,mg/L,1,1/4/2023,12:54:27
171965-1,1,Cu,1,0.022,mg/L,1,1/4/2023,12:54:27
171965-1,1,Fe,1,0.632,mg/L,1,1/4/2023,12:54:27
171965-1,1,K,1,1.74,mg/L,1,1/4/2023,12:54:27
171965-1,1,La,1,Uncal,mg/L,1,1/4/2023,12:54:27
171965-1,1,Mg,1,24.30,mg/L,1,1/4/2023,12:54:27
171965-1,1,Mn,1,0.166,mg/L,1,1/4/2023,12:54:27
171965-1,1,Mo,1,0.001,mg/L,1,1/4/2023,12:54:27
171965-1,1,Na,1,333.43,mg/L,1,1/4/2023,12:54:27
171965-1,1,Ni,1,0.005,mg/L,1,1/4/2023,12:54:27
171965-1,1,P,1,0.003,mg/L,1,1/4/2023,12:54:27
171965-1,1,S,1,63.88,mg/L,1,1/4/2023,12:54:27
171965-1,1,Sc,1,Uncal,mg/L,1,1/4/2023,12:54:27
171965-1,1,Si,1,7.290,mg/L,1,1/4/2023,12:54:27
171965-1,1,Sn,1,0.001,mg/L,1,1/4/2023,12:54:27
171965-1,1,Sr,1,0.52,mg/L,1,1/4/2023,12:54:27
171965-1,1,Ti,1,0.000,mg/L,1,1/4/2023,12:54:27
171965-1,1,V,1,0.001,mg/L,1,1/4/2023,12:54:27
171965-1,1,W,1,0.002,mg/L,1,1/4/2023,12:54:27
171965-1,1,Zn,1,0.1930,mg/L,1,1/4/2023,12:54:27
171974-2,1,Ag,1,0.000,mg/L,1,1/4/2023,12:57:10
171974-2,1,Al,1,0.103,mg/L,1,1/4/2023,12:57:10
171974-2,1,Au,1,Uncal,mg/L,1,1/4/2023,12:57:10
171974-2,1,B,1,0.412,mg/L,1,1/4/2023,12:57:10
171974-2,1,Ba,1,0.0071,mg/L,1,1/4/2023,12:57:10
171974-2,1,Be,1,0.000,mg/L,1,1/4/2023,12:57:10
171974-2,1,Ca,1,13.900,mg/L,1,1/4/2023,12:57:10
171974-2,1,Co,1,0.0178,mg/L,1,1/4/2023,12:57:10
171974-2,1,Cr,1,0.0105,mg/L,1,1/4/2023,12:57:10
171974-2,1,Cu,1,0.005,mg/L,1,1/4/2023,12:57:10
171974-2,1,Fe,1,0.465,mg/L,1,1/4/2023,12:57:10
171974-2,1,K,1,0.21,mg/L,1,1/4/2023,12:57:10
171974-2,1,La,1,Uncal,mg/L,1,1/4/2023,12:57:10
171974-2,1,Mg,1,0.87,mg/L,1,1/4/2023,12:57:10
171974-2,1,Mn,1,0.130,mg/L,1,1/4/2023,12:57:10
171974-2,1,Mo,1,0.001,mg/L,1,1/4/2023,12:57:10
171974-2,1,Na,1,8.20,mg/L,1,1/4/2023,12:57:10
171974-2,1,Ni,1,0.997,mg/L,1,1/4/2023,12:57:10
171974-2,1,P,1,-0.005,mg/L,1,1/4/2023,12:57:10
171974-2,1,S,1,0.55,mg/L,1,1/4/2023,12:57:10
171974-2,1,Sc,1,Uncal,mg/L,1,1/4/2023,12:57:10
171974-2,1,Si,1,1.830,mg/L,1,1/4/2023,12:57:10
171974-2,1,Sn,1,0.001,mg/L,1,1/4/2023,12:57:10
171974-2,1,Sr,1,0.02,mg/L,1,1/4/2023,12:57:10
171974-2,1,Ti,1,0.000,mg/L,1,1/4/2023,12:57:10
171974-2,1,V,1,0.001,mg/L,1,1/4/2023,12:57:10
171974-2,1,W,1,0.003,mg/L,1,1/4/2023,12:57:10
171974-2,1,Zn,1,0.0242,mg/L,1,1/4/2023,12:57:10
171971-1,1,Ag,1,0.001,mg/L,1,1/4/2023,12:59:53
171971-1,1,Al,1,0.198,mg/L,1,1/4/2023,12:59:53
171971-1,1,Au,1,Uncal,mg/L,1,1/4/2023,12:59:53
171971-1,1,B,1,0.603,mg/L,1,1/4/2023,12:59:53
171971-1,1,Ba,1,0.0022,mg/L,1,1/4/2023,12:59:53
171971-1,1,Be,1,0.000,mg/L,1,1/4/2023,12:59:53
171971-1,1,Ca,1,0.287,mg/L,1,1/4/2023,12:59:53
171971-1,1,Co,1,0.0004,mg/L,1,1/4/2023,12:59:53
171971-1,1,Cr,1,0.0016,mg/L,1,1/4/2023,12:59:53
171971-1,1,Cu,1,0.005,mg/L,1,1/4/2023,12:59:53
171971-1,1,Fe,1,0.714,mg/L,1,1/4/2023,12:59:53
171971-1,1,K,1,2.88,mg/L,1,1/4/2023,12:59:53
171971-1,1,La,1,Uncal,mg/L,1,1/4/2023,12:59:53
171971-1,1,Mg,1,0.03,mg/L,1,1/4/2023,12:59:53
171971-1,1,Mn,1,0.005,mg/L,1,1/4/2023,12:59:53
171971-1,1,Mo,1,0.000,mg/L,1,1/4/2023,12:59:53
171971-1,1,Na,1,270.72,mg/L,1,1/4/2023,12:59:53
171971-1,1,Ni,1,0.001,mg/L,1,1/4/2023,12:59:53
171971-1,1,P,1,0.021,mg/L,1,1/4/2023,12:59:53
171971-1,1,S,1,42.98,mg/L,1,1/4/2023,12:59:53
171971-1,1,Sc,1,Uncal,mg/L,1,1/4/2023,12:59:53
171971-1,1,Si,1,12.300,mg/L,1,1/4/2023,12:59:53
171971-1,1,Sn,1,0.000,mg/L,1,1/4/2023,12:59:53
171971-1,1,Sr,1,0.00,mg/L,1,1/4/2023,12:59:53
171971-1,1,Ti,1,0.001,mg/L,1,1/4/2023,12:59:53
171971-1,1,V,1,0.000,mg/L,1,1/4/2023,12:59:53
171971-1,1,W,1,0.000,mg/L,1,1/4/2023,12:59:53
171971-1,1,Zn,1,0.0167,mg/L,1,1/4/2023,12:59:53
171981-2,1,Ag,1,0.000,mg/L,1,1/4/2023,13:02:36
171981-2,1,Al,1,0.108,mg/L,1,1/4/2023,13:02:36
171981-2,1,Au,1,Uncal,mg/L,1,1/4/2023,13:02:36
171981-2,1,B,1,0.422,mg/L,1,1/4/2023,13:02:36
171981-2,1,Ba,1,0.0045,mg/L,1,1/4/2023,13:02:36
171981-2,1,Be,1,0.000,mg/L,1,1/4/2023,13:02:36
171981-2,1,Ca,1,7.180,mg/L,1,1/4/2023,13:02:36
171981-2,1,Co,1,0.0004,mg/L,1,1/4/2023,13:02:36
171981-2,1,Cr,1,0.0002,mg/L,1,1/4/2023,13:02:36
171981-2,1,Cu,1,0.020,mg/L,1,1/4/2023,13:02:36
171981-2,1,Fe,1,0.207,mg/L,1,1/4/2023,13:02:36
171981-2,1,K,1,0.13,mg/L,1,1/4/2023,13:02:36
171981-2,1,La,1,Uncal,mg/L,1,1/4/2023,13:02:36
171981-2,1,Mg,1,1.32,mg/L,1,1/4/2023,13:02:36
171981-2,1,Mn,1,0.005,mg/L,1,1/4/2023,13:02:36
171981-2,1,Mo,1,0.000,mg/L,1,1/4/2023,13:02:36
171981-2,1,Na,1,3.68,mg/L,1,1/4/2023,13:02:36
171981-2,1,Ni,1,0.003,mg/L,1,1/4/2023,13:02:36
171981-2,1,P,1,0.000,mg/L,1,1/4/2023,13:02:36
171981-2,1,S,1,0.47,mg/L,1,1/4/2023,13:02:36
171981-2,1,Sc,1,Uncal,mg/L,1,1/4/2023,13:02:36
171981-2,1,Si,1,2.340,mg/L,1,1/4/2023,13:02:36
171981-2,1,Sn,1,0.002,mg/L,1,1/4/2023,13:02:36
171981-2,1,Sr,1,0.02,mg/L,1,1/4/2023,13:02:36
171981-2,1,Ti,1,0.001,mg/L,1,1/4/2023,13:02:36
171981-2,1,V,1,0.000,mg/L,1,1/4/2023,13:02:36
171981-2,1,W,1,0.001,mg/L,1,1/4/2023,13:02:36
171981-2,1,Zn,1,0.0206,mg/L,1,1/4/2023,13:02:36
171979-2,1,Ag,1,0.000,mg/L,1,1/4/2023,13:05:18
171979-2,1,Al,1,0.143,mg/L,1,1/4/2023,13:05:18
171979-2,1,Au,1,Uncal,mg/L,1,1/4/2023,13:05:18
171979-2,1,B,1,0.518,mg/L,1,1/4/2023,13:05:18
171979-2,1,Ba,1,0.0047,mg/L,1,1/4/2023,13:05:18
171979-2,1,Be,1,0.000,mg/L,1,1/4/2023,13:05:18
171979-2,1,Ca,1,6.530,mg/L,1,1/4/2023,13:05:18
171979-2,1,Co,1,0.0004,mg/L,1,1/4/2023,13:05:18
171979-2,1,Cr,1,0.0005,mg/L,1,1/4/2023,13:05:18
171979-2,1,Cu,1,0.025,mg/L,1,1/4/2023,13:05:18
171979-2,1,Fe,1,0.305,mg/L,1,1/4/2023,13:05:18
171979-2,1,K,1,0.17,mg/L,1,1/4/2023,13:05:18
171979-2,1,La,1,Uncal,mg/L,1,1/4/2023,13:05:18
171979-2,1,Mg,1,1.14,mg/L,1,1/4/2023,13:05:18
171979-2,1,Mn,1,0.008,mg/L,1,1/4/2023,13:05:18
171979-2,1,Mo,1,0.000,mg/L,1,1/4/2023,13:05:18
171979-2,1,Na,1,13.21,mg/L,1,1/4/2023,13:05:18
171979-2,1,Ni,1,0.002,mg/L,1,1/4/2023,13:05:18
171979-2,1,P,1,0.000,mg/L,1,1/4/2023,13:05:18
171979-2,1,S,1,0.33,mg/L,1,1/4/2023,13:05:18
171979-2,1,Sc,1,Uncal,mg/L,1,1/4/2023,13:05:18
171979-2,1,Si,1,2.030,mg/L,1,1/4/2023,13:05:18
171979-2,1,Sn,1,0.000,mg/L,1,1/4/2023,13:05:18
171979-2,1,Sr,1,0.01,mg/L,1,1/4/2023,13:05:18
171979-2,1,Ti,1,0.001,mg/L,1,1/4/2023,13:05:18
171979-2,1,V,1,0.000,mg/L,1,1/4/2023,13:05:18
171979-2,1,W,1,0.001,mg/L,1,1/4/2023,13:05:18
171979-2,1,Zn,1,0.0097,mg/L,1,1/4/2023,13:05:18
171980-5,1,Ag,1,0.000,mg/L,1,1/4/2023,13:08:01
171980-5,1,Al,1,0.139,mg/L,1,1/4/2023,13:08:01
171980-5,1,Au,1,Uncal,mg/L,1,1/4/2023,13:08:01
171980-5,1,B,1,0.456,mg/L,1,1/4/2023,13:08:01
171980-5,1,Ba,1,0.0041,mg/L,1,1/4/2023,13:08:01
