Sample,Analyte,Element,HT, ,units,rep,1/18/2023,13:49:58
172194-1,1,B,1,0.504,mg/L,1,1/18/2023,14:19:52
172194-1,1,Ba,1,0.0093,mg/L,1,1/18/2023,14:19:52
172194-1,1,Be,1,0.000,mg/L,1,1/18/2023,14:19:52
172194-1,1,Ca,1,36.400,mg/L,1,1/18/2023,14:19:52
172194-1,1,Co,1,0.0001,mg/L,1,1/18/2023,14:19:52
172194-1,1,Cr,1,0.0003,mg/L,1,1/18/2023,14:19:52
172194-1,1,Cu,1,0.390,mg/L,1,1/18/2023,14:19:52
172194-1,1,Fe,1,0.186,mg/L,1,1/18/2023,14:19:52
172194-1,1,K,1,0.94,mg/L,1,1/18/2023,14:19:52
172194-1,1,La,1,Uncal,mg/L,1,1/18/2023,14:19:52
172194-1,1,Mg,1,1.47,mg/L,1,1/18/2023,14:19:52
172194-1,1,Mn,1,0.033,mg/L,1,1/18/2023,14:19:52
172194-1,1,Mo,1,0.003,mg/L,1,1/18/2023,14:19:52
172194-1,1,Na,1,34.27,mg/L,1,1/18/2023,14:19:52
172194-1,1,Ni,1,0.004,mg/L,1,1/18/2023,14:19:52
172194-1,1,P,1,0.002,mg/L,1,1/18/2023,14:19:52
172194-1,1,S,1,5.32,mg/L,1,1/18/2023,14:19:52
172194-1,1,Sc,1,Uncal,mg/L,1,1/18/2023,14:19:52
172194-1,1,Si,1,6.960,mg/L,1,1/18/2023,14:19:52
172194-1,1,Sn,1,0.000,mg/L,1,1/18/2023,14:19:52
172194-1,1,Sr,1,0.14,mg/L,1,1/18/2023,14:19:52
172194-1,1,Ti,1,0.000,mg/L,1,1/18/2023,14:19:52
172194-1,1,V,1,0.001,mg/L,1,1/18/2023,14:19:52
172194-1,1,W,1,0.010,mg/L,1,1/18/2023,14:19:52
172194-1,1,Zn,1,1.1100,mg/L,1,1/18/2023,14:19:52
172198-1,1,Ag,1,0.000,mg/L,1,1/18/2023,14:22:35
172198-1,1,Al,1,1.110,mg/L,1,1/18/2023,14:22:35
172198-1,1,Au,1,Uncal,mg/L,1,1/18/2023,14:22:35
172198-1,1,B,1,0.523,mg/L,1,1/18/2023,14:22:35
172198-1,1,Ba,1,0.0126,mg/L,1,1/18/2023,14:22:35
172198-1,1,Be,1,0.000,mg/L,1,1/18/2023,14:22:35
172198-1,1,Ca,1,15.500,mg/L,1,1/18/2023,14:22:35
172198-1,1,Co,1,0.0005,mg/L,1,1/18/2023,14:22:35
172198-1,1,Cr,1,0.0021,mg/L,1,1/18/2023,14:22:35
172198-1,1,Cu,1,0.005,mg/L,1,1/18/2023,14:22:35
172198-1,1,Fe,1,1.540,mg/L,1,1/18/2023,14:22:35
172198-1,1,K,1,0.37,mg/L,1,1/18/2023,14:22:35
172198-1,1,La,1,Uncal,mg/L,1,1/18/2023,14:22:35
172198-1,1,Mg,1,3.55,mg/L,1,1/18/2023,14:22:35
172198-1,1,Mn,1,0.024,mg/L,1,1/18/2023,14:22:35
172198-1,1,Mo,1,0.000,mg/L,1,1/18/2023,14:22:35
172198-1,1,Na,1,2.05,mg/L,1,1/18/2023,14:22:35
172198-1,1,Ni,1,0.001,mg/L,1,1/18/2023,14:22:35
172198-1,1,P,1,0.007,mg/L,1,1/18/2023,14:22:35
172198-1,1,S,1,0.30,mg/L,1,1/18/2023,14:22:35
172198-1,1,Sc,1,Uncal,mg/L,1,1/18/2023,14:22:35
172198-1,1,Si,1,6.250,mg/L,1,1/18/2023,14:22:35
172198-1,1,Sn,1,-0.001,mg/L,1,1/18/2023,14:22:35
172198-1,1,Sr,1,0.02,mg/L,1,1/18/2023,14:22:35
172198-1,1,Ti,1,0.032,mg/L,1,1/18/2023,14:22:35
172198-1,1,V,1,0.003,mg/L,1,1/18/2023,14:22:35
172198-1,1,W,1,0.001,mg/L,1,1/18/2023,14:22:35
172198-1,1,Zn,1,0.0124,mg/L,1,1/18/2023,14:22:35
172203-1,1,Ag,1,0.000,mg/L,1,1/18/2023,14:25:20
172203-1,1,Al,1,0.176,mg/L,1,1/18/2023,14:25:20
172203-1,1,Au,1,Uncal,mg/L,1,1/18/2023,14:25:20
172203-1,1,B,1,0.575,mg/L,1,1/18/2023,14:25:20
172203-1,1,Ba,1,0.0053,mg/L,1,1/18/2023,14:25:20
172203-1,1,Be,1,0.000,mg/L,1,1/18/2023,14:25:20
172203-1,1,Ca,1,44.500,mg/L,1,1/18/2023,14:25:20
172203-1,1,Co,1,0.0000,mg/L,1,1/18/2023,14:25:20
172203-1,1,Cr,1,0.0019,mg/L,1,1/18/2023,14:25:20
172203-1,1,Cu,1,0.130,mg/L,1,1/18/2023,14:25:20
172203-1,1,Fe,1,0.182,mg/L,1,1/18/2023,14:25:20
172203-1,1,K,1,0.58,mg/L,1,1/18/2023,14:25:20
172203-1,1,La,1,Uncal,mg/L,1,1/18/2023,14:25:20
172203-1,1,Mg,1,11.63,mg/L,1,1/18/2023,14:25:20
172203-1,1,Mn,1,0.000,mg/L,1,1/18/2023,14:25:20
172203-1,1,Mo,1,0.000,mg/L,1,1/18/2023,14:25:20
172203-1,1,Na,1,7.29,mg/L,1,1/18/2023,14:25:20
172203-1,1,Ni,1,0.001,mg/L,1,1/18/2023,14:25:20
172203-1,1,P,1,0.005,mg/L,1,1/18/2023,14:25:20
172203-1,1,S,1,2.43,mg/L,1,1/18/2023,14:25:20
172203-1,1,Sc,1,Uncal,mg/L,1,1/18/2023,14:25:20
172203-1,1,Si,1,13.300,mg/L,1,1/18/2023,14:25:20
172203-1,1,Sn,1,-0.001,mg/L,1,1/18/2023,14:25:20
172203-1,1,Sr,1,0.09,mg/L,1,1/18/2023,14:25:20
172203-1,1,Ti,1,0.001,mg/L,1,1/18/2023,14:25:20
172203-1,1,V,1,0.004,mg/L,1,1/18/2023,14:25:20
172203-1,1,W,1,0.006,mg/L,1,1/18/2023,14:25:20
172203-1,1,Zn,1,0.5580,mg/L,1,1/18/2023,14:25:20
172185-4,1,Ag,1,0.000,mg/L,1,1/18/2023,14:28:04
172185-4,1,Al,1,0.188,mg/L,1,1/18/2023,14:28:04
172185-4,1,Au,1,Uncal,mg/L,1,1/18/2023,14:28:04
172185-4,1,B,1,0.573,mg/L,1,1/18/2023,14:28:04
172185-4,1,Ba,1,0.0005,mg/L,1,1/18/2023,14:28:04
172185-4,1,Be,1,0.000,mg/L,1,1/18/2023,14:28:04
172185-4,1,Ca,1,0.141,mg/L,1,1/18/2023,14:28:04
172185-4,1,Co,1,0.0000,mg/L,1,1/18/2023,14:28:04
172185-4,1,Cr,1,0.0006,mg/L,1,1/18/2023,14:28:04
172185-4,1,Cu,1,0.069,mg/L,1,1/18/2023,14:28:04
172185-4,1,Fe,1,0.260,mg/L,1,1/18/2023,14:28:04
172185-4,1,K,1,0.69,mg/L,1,1/18/2023,14:28:04
172185-4,1,La,1,Uncal,mg/L,1,1/18/2023,14:28:04
172185-4,1,Mg,1,0.02,mg/L,1,1/18/2023,14:28:04
172185-4,1,Mn,1,0.000,mg/L,1,1/18/2023,14:28:04
172185-4,1,Mo,1,0.000,mg/L,1,1/18/2023,14:28:04
172185-4,1,Na,1,12.32,mg/L,1,1/18/2023,14:28:04
172185-4,1,Ni,1,0.001,mg/L,1,1/18/2023,14:28:04
172185-4,1,P,1,0.095,mg/L,1,1/18/2023,14:28:04
172185-4,1,S,1,0.38,mg/L,1,1/18/2023,14:28:04
172185-4,1,Sc,1,Uncal,mg/L,1,1/18/2023,14:28:04
172185-4,1,Si,1,3.180,mg/L,1,1/18/2023,14:28:04
172185-4,1,Sn,1,-0.001,mg/L,1,1/18/2023,14:28:04
172185-4,1,Sr,1,0.00,mg/L,1,1/18/2023,14:28:04
172185-4,1,Ti,1,0.002,mg/L,1,1/18/2023,14:28:04
172185-4,1,V,1,0.000,mg/L,1,1/18/2023,14:28:04
172185-4,1,W,1,-0.001,mg/L,1,1/18/2023,14:28:04
172185-4,1,Zn,1,0.0079,mg/L,1,1/18/2023,14:28:04
172185-3,1,Ag,1,0.000,mg/L,1,1/18/2023,14:30:47
172185-3,1,Al,1,0.169,mg/L,1,1/18/2023,14:30:47
172185-3,1,Au,1,Uncal,mg/L,1,1/18/2023,14:30:47
172185-3,1,B,1,0.569,mg/L,1,1/18/2023,14:30:47
172185-3,1,Ba,1,0.0008,mg/L,1,1/18/2023,14:30:47
172185-3,1,Be,1,0.000,mg/L,1,1/18/2023,14:30:47
172185-3,1,Ca,1,5.970,mg/L,1,1/18/2023,14:30:47
172185-3,1,Co,1,0.0001,mg/L,1,1/18/2023,14:30:47
172185-3,1,Cr,1,0.0002,mg/L,1,1/18/2023,14:30:47
172185-3,1,Cu,1,0.006,mg/L,1,1/18/2023,14:30:47
172185-3,1,Fe,1,0.199,mg/L,1,1/18/2023,14:30:47
172185-3,1,K,1,0.33,mg/L,1,1/18/2023,14:30:47
172185-3,1,La,1,Uncal,mg/L,1,1/18/2023,14:30:47
172185-3,1,Mg,1,1.21,mg/L,1,1/18/2023,14:30:47
172185-3,1,Mn,1,0.000,mg/L,1,1/18/2023,14:30:47
172185-3,1,Mo,1,0.000,mg/L,1,1/18/2023,14:30:47
172185-3,1,Na,1,3.96,mg/L,1,1/18/2023,14:30:47
172185-3,1,Ni,1,-0.001,mg/L,1,1/18/2023,14:30:47
172185-3,1,P,1,-0.006,mg/L,1,1/18/2023,14:30:47
172185-3,1,S,1,0.30,mg/L,1,1/18/2023,14:30:47
172185-3,1,Sc,1,Uncal,mg/L,1,1/18/2023,14:30:47
172185-3,1,Si,1,2.540,mg/L,1,1/18/2023,14:30:47
172185-3,1,Sn,1,-0.001,mg/L,1,1/18/2023,14:30:47
172185-3,1,Sr,1,0.00,mg/L,1,1/18/2023,14:30:47
172185-3,1,Ti,1,0.001,mg/L,1,1/18/2023,14:30:47
172185-3,1,V,1,0.000,mg/L,1,1/18/2023,14:30:47
172185-3,1,W,1,0.001,mg/L,1,1/18/2023,14:30:47
172185-3,1,Zn,1,0.0091,mg/L,1,1/18/2023,14:30:47
172185-5,1,Ag,1,0.000,mg/L,1,1/18/2023,14:33:30
172185-5,1,Al,1,0.240,mg/L,1,1/18/2023,14:33:30
172185-5,1,Au,1,Uncal,mg/L,1,1/18/2023,14:33:30
172185-5,1,B,1,0.558,mg/L,1,1/18/2023,14:33:30
172185-5,1,Ba,1,0.0102,mg/L,1,1/18/2023,14:33:30
172185-5,1,Be,1,0.000,mg/L,1,1/18/2023,14:33:30
172185-5,1,Ca,1,14.500,mg/L,1,1/18/2023,14:33:30
172185-5,1,Co,1,-0.0001,mg/L,1,1/18/2023,14:33:30
172185-5,1,Cr,1,0.0002,mg/L,1,1/18/2023,14:33:30
172185-5,1,Cu,1,0.001,mg/L,1,1/18/2023,14:33:30
172185-5,1,Fe,1,0.396,mg/L,1,1/18/2023,14:33:30
172185-5,1,K,1,0.27,mg/L,1,1/18/2023,14:33:30
172185-5,1,La,1,Uncal,mg/L,1,1/18/2023,14:33:30
172185-5,1,Mg,1,0.46,mg/L,1,1/18/2023,14:33:30
172185-5,1,Mn,1,0.007,mg/L,1,1/18/2023,14:33:30
172185-5,1,Mo,1,0.000,mg/L,1,1/18/2023,14:33:30
172185-5,1,Na,1,3.09,mg/L,1,1/18/2023,14:33:30
172185-5,1,Ni,1,0.000,mg/L,1,1/18/2023,14:33:30
172185-5,1,P,1,-0.001,mg/L,1,1/18/2023,14:33:30
172185-5,1,S,1,0.30,mg/L,1,1/18/2023,14:33:30
172185-5,1,Sc,1,Uncal,mg/L,1,1/18/2023,14:33:30
172185-5,1,Si,1,2.460,mg/L,1,1/18/2023,14:33:30
172185-5,1,Sn,1,-0.002,mg/L,1,1/18/2023,14:33:30
172185-5,1,Sr,1,0.02,mg/L,1,1/18/2023,14:33:30
172185-5,1,Ti,1,0.001,mg/L,1,1/18/2023,14:33:30
172185-5,1,V,1,0.001,mg/L,1,1/18/2023,14:33:30
172185-5,1,W,1,0.000,mg/L,1,1/18/2023,14:33:30
172185-5,1,Zn,1,0.0109,mg/L,1,1/18/2023,14:33:30
172202-1,1,Ag,1,0.000,mg/L,1,1/18/2023,14:36:13
172202-1,1,Al,1,0.306,mg/L,1,1/18/2023,14:36:13
172202-1,1,Au,1,Uncal,mg/L,1,1/18/2023,14:36:13
172202-1,1,B,1,0.480,mg/L,1,1/18/2023,14:36:13
172202-1,1,Ba,1,0.0863,mg/L,1,1/18/2023,14:36:13
172202-1,1,Be,1,0.000,mg/L,1,1/18/2023,14:36:13
172202-1,1,Ca,1,29.200,mg/L,1,1/18/2023,14:36:13
172202-1,1,Co,1,0.0013,mg/L,1,1/18/2023,14:36:13
172202-1,1,Cr,1,0.0011,mg/L,1,1/18/2023,14:36:13
172202-1,1,Cu,1,0.055,mg/L,1,1/18/2023,14:36:13
172202-1,1,Fe,1,1.330,mg/L,1,1/18/2023,14:36:13
172202-1,1,K,1,0.54,mg/L,1,1/18/2023,14:36:13
172202-1,1,La,1,Uncal,mg/L,1,1/18/2023,14:36:13
172202-1,1,Mg,1,4.66,mg/L,1,1/18/2023,14:36:13
172202-1,1,Mn,1,0.543,mg/L,1,1/18/2023,14:36:13
172202-1,1,Mo,1,0.001,mg/L,1,1/18/2023,14:36:13
172202-1,1,Na,1,27.10,mg/L,1,1/18/2023,14:36:13
172202-1,1,Ni,1,0.007,mg/L,1,1/18/2023,14:36:13
172202-1,1,P,1,0.004,mg/L,1,1/18/2023,14:36:13
172202-1,1,S,1,0.46,mg/L,1,1/18/2023,14:36:13
172202-1,1,Sc,1,Uncal,mg/L,1,1/18/2023,14:36:13
172202-1,1,Si,1,9.190,mg/L,1,1/18/2023,14:36:13
172202-1,1,Sn,1,0.070,mg/L,1,1/18/2023,14:36:13
172202-1,1,Sr,1,0.38,mg/L,1,1/18/2023,14:36:13
172202-1,1,Ti,1,0.009,mg/L,1,1/18/2023,14:36:13
172202-1,1,V,1,0.002,mg/L,1,1/18/2023,14:36:13
172202-1,1,W,1,0.001,mg/L,1,1/18/2023,14:36:13
172202-1,1,Zn,1,0.1450,mg/L,1,1/18/2023,14:36:13
172146-1,1,Ag,1,0.000,mg/L,1,1/18/2023,14:38:57
172146-1,1,Al,1,0.193,mg/L,1,1/18/2023,14:38:57
172146-1,1,Au,1,Uncal,mg/L,1,1/18/2023,14:38:57
172146-1,1,B,1,0.656,mg/L,1,1/18/2023,14:38:57
172146-1,1,Ba,1,0.0025,mg/L,1,1/18/2023,14:38:57
172146-1,1,Be,1,0.000,mg/L,1,1/18/2023,14:38:57
172146-1,1,Ca,1,24.900,mg/L,1,1/18/2023,14:38:57
172146-1,1,Co,1,0.0001,mg/L,1,1/18/2023,14:38:57
172146-1,1,Cr,1,0.0002,mg/L,1,1/18/2023,14:38:57
172146-1,1,Cu,1,0.064,mg/L,1,1/18/2023,14:38:57
172146-1,1,Fe,1,0.090,mg/L,1,1/18/2023,14:38:57
172146-1,1,K,1,0.95,mg/L,1,1/18/2023,14:38:57
172146-1,1,La,1,Uncal,mg/L,1,1/18/2023,14:38:57
172146-1,1,Mg,1,5.48,mg/L,1,1/18/2023,14:38:57
172146-1,1,Mn,1,0.067,mg/L,1,1/18/2023,14:38:57
172146-1,1,Mo,1,0.000,mg/L,1,1/18/2023,14:38:57
172146-1,1,Na,1,23.63,mg/L,1,1/18/2023,14:38:57
172146-1,1,Ni,1,0.001,mg/L,1,1/18/2023,14:38:57
172146-1,1,P,1,-0.001,mg/L,1,1/18/2023,14:38:57
172146-1,1,S,1,0.96,mg/L,1,1/18/2023,14:38:57
172146-1,1,Sc,1,Uncal,mg/L,1,1/18/2023,14:38:57
172146-1,1,Si,1,8.590,mg/L,1,1/18/2023,14:38:57
172146-1,1,Sn,1,-0.001,mg/L,1,1/18/2023,14:38:57
172146-1,1,Sr,1,0.11,mg/L,1,1/18/2023,14:38:57
172146-1,1,Ti,1,0.001,mg/L,1,1/18/2023,14:38:57
172146-1,1,V,1,0.001,mg/L,1,1/18/2023,14:38:57
172146-1,1,W,1,0.001,mg/L,1,1/18/2023,14:38:57
172146-1,1,Zn,1,0.0484,mg/L,1,1/18/2023,14:38:57
172205-1,1,Ag,1,0.000,mg/L,1,1/18/2023,14:41:40
172205-1,1,Al,1,0.204,mg/L,1,1/18/2023,14:41:40
172205-1,1,Au,1,Uncal,mg/L,1,1/18/2023,14:41:40
172205-1,1,B,1,1.010,mg/L,1,1/18/2023,14:41:40
172205-1,1,Ba,1,0.0007,mg/L,1,1/18/2023,14:41:40
172205-1,1,Be,1,0.000,mg/L,1,1/18/2023,14:41:40
172205-1,1,Ca,1,59.500,mg/L,1,1/18/2023,14:41:40
172205-1,1,Co,1,0.0002,mg/L,1,1/18/2023,14:41:40
172205-1,1,Cr,1,0.0000,mg/L,1,1/18/2023,14:41:40
172205-1,1,Cu,1,0.003,mg/L,1,1/18/2023,14:41:40
172205-1,1,Fe,1,0.032,mg/L,1,1/18/2023,14:41:40
172205-1,1,K,1,2.35,mg/L,1,1/18/2023,14:41:40
172205-1,1,La,1,Uncal,mg/L,1,1/18/2023,14:41:40
172205-1,1,Mg,1,0.99,mg/L,1,1/18/2023,14:41:40
172205-1,1,Mn,1,0.004,mg/L,1,1/18/2023,14:41:40
172205-1,1,Mo,1,0.002,mg/L,1,1/18/2023,14:41:40
172205-1,1,Na,1,229.67,mg/L,1,1/18/2023,14:41:40
172205-1,1,Ni,1,0.000,mg/L,1,1/18/2023,14:41:40
172205-1,1,P,1,0.058,mg/L,1,1/18/2023,14:41:40
172205-1,1,S,1,5.98,mg/L,1,1/18/2023,14:41:40
172205-1,1,Sc,1,Uncal,mg/L,1,1/18/2023,14:41:40
172205-1,1,Si,1,4.680,mg/L,1,1/18/2023,14:41:40
172205-1,1,Sn,1,-0.002,mg/L,1,1/18/2023,14:41:40
172205-1,1,Sr,1,0.08,mg/L,1,1/18/2023,14:41:40
172205-1,1,Ti,1,0.000,mg/L,1,1/18/2023,14:41:40
172205-1,1,V,1,0.014,mg/L,1,1/18/2023,14:41:40
172205-1,1,W,1,0.001,mg/L,1,1/18/2023,14:41:40
172205-1,1,Zn,1,0.0122,mg/L,1,1/18/2023,14:41:40
172185-1,1,Ag,1,0.000,mg/L,1,1/18/2023,14:44:23
172185-1,1,Al,1,0.213,mg/L,1,1/18/2023,14:44:23
172185-1,1,Au,1,Uncal,mg/L,1,1/18/2023,14:44:23
172185-1,1,B,1,0.559,mg/L,1,1/18/2023,14:44:23
172185-1,1,Ba,1,0.0042,mg/L,1,1/18/2023,14:44:23
172185-1,1,Be,1,0.000,mg/L,1,1/18/2023,14:44:23
172185-1,1,Ca,1,7.330,mg/L,1,1/18/2023,14:44:23
172185-1,1,Co,1,0.0001,mg/L,1,1/18/2023,14:44:23
172185-1,1,Cr,1,0.0003,mg/L,1,1/18/2023,14:44:23
172185-1,1,Cu,1,0.035,mg/L,1,1/18/2023,14:44:23
172185-1,1,Fe,1,0.123,mg/L,1,1/18/2023,14:44:23
172185-1,1,K,1,0.24,mg/L,1,1/18/2023,14:44:23
172185-1,1,La,1,Uncal,mg/L,1,1/18/2023,14:44:23
172185-1,1,Mg,1,1.43,mg/L,1,1/18/2023,14:44:23
172185-1,1,Mn,1,0.002,mg/L,1,1/18/2023,14:44:23
172185-1,1,Mo,1,0.000,mg/L,1,1/18/2023,14:44:23
172185-1,1,Na,1,4.67,mg/L,1,1/18/2023,14:44:23
172185-1,1,Ni,1,0.001,mg/L,1,1/18/2023,14:44:23
172185-1,1,P,1,0.001,mg/L,1,1/18/2023,14:44:23
172185-1,1,S,1,0.38,mg/L,1,1/18/2023,14:44:23
172185-1,1,Sc,1,Uncal,mg/L,1,1/18/2023,14:44:23
172185-1,1,Si,1,2.840,mg/L,1,1/18/2023,14:44:23
172185-1,1,Sn,1,-0.001,mg/L,1,1/18/2023,14:44:23
172185-1,1,Sr,1,0.01,mg/L,1,1/18/2023,14:44:23
172185-1,1,Ti,1,0.001,mg/L,1,1/18/2023,14:44:23
172185-1,1,V,1,0.000,mg/L,1,1/18/2023,14:44:23
172185-1,1,W,1,0.001,mg/L,1,1/18/2023,14:44:23
172185-1,1,Zn,1,0.0156,mg/L,1,1/18/2023,14:44:23
172185-2,1,Ag,1,0.000,mg/L,1,1/18/2023,14:47:06
172185-2,1,Al,1,0.191,mg/L,1,1/18/2023,14:47:06
172185-2,1,Au,1,Uncal,mg/L,1,1/18/2023,14:47:06
172185-2,1,B,1,0.604,mg/L,1,1/18/2023,14:47:06
172185-2,1,Ba,1,0.0036,mg/L,1,1/18/2023,14:47:06
172185-2,1,Be,1,0.000,mg/L,1,1/18/2023,14:47:06
172185-2,1,Ca,1,6.470,mg/L,1,1/18/2023,14:47:06
172185-2,1,Co,1,0.0000,mg/L,1,1/18/2023,14:47:06
172185-2,1,Cr,1,-0.0001,mg/L,1,1/18/2023,14:47:06
172185-2,1,Cu,1,0.039,mg/L,1,1/18/2023,14:47:06
172185-2,1,Fe,1,0.086,mg/L,1,1/18/2023,14:47:06
172185-2,1,K,1,0.22,mg/L,1,1/18/2023,14:47:06
172185-2,1,La,1,Uncal,mg/L,1,1/18/2023,14:47:06
172185-2,1,Mg,1,1.27,mg/L,1,1/18/2023,14:47:06
172185-2,1,Mn,1,0.001,mg/L,1,1/18/2023,14:47:06
172185-2,1,Mo,1,0.000,mg/L,1,1/18/2023,14:47:06
172185-2,1,Na,1,4.10,mg/L,1,1/18/2023,14:47:06
172185-2,1,Ni,1,0.003,mg/L,1,1/18/2023,14:47:06
172185-2,1,P,1,-0.001,mg/L,1,1/18/2023,14:47:06
172185-2,1,S,1,0.33,mg/L,1,1/18/2023,14:47:06
172185-2,1,Sc,1,Uncal,mg/L,1,1/18/2023,14:47:06
172185-2,1,Si,1,2.620,mg/L,1,1/18/2023,14:47:06
172185-2,1,Sn,1,0.000,mg/L,1,1/18/2023,14:47:06
172185-2,1,Sr,1,0.01,mg/L,1,1/18/2023,14:47:06
172185-2,1,Ti,1,0.001,mg/L,1,1/18/2023,14:47:06
172185-2,1,V,1,0.000,mg/L,1,1/18/2023,14:47:06
172185-2,1,W,1,0.000,mg/L,1,1/18/2023,14:47:06
172185-2,1,Zn,1,0.0157,mg/L,1,1/18/2023,14:47:06
172204-1,1,Ag,1,0.000,mg/L,1,1/18/2023,14:49:49
172204-1,1,Al,1,0.297,mg/L,1,1/18/2023,14:49:49
172204-1,1,Au,1,Uncal,mg/L,1,1/18/2023,14:49:49
172204-1,1,B,1,0.778,mg/L,1,1/18/2023,14:49:49
172204-1,1,Ba,1,0.0020,mg/L,1,1/18/2023,14:49:49
172204-1,1,Be,1,0.000,mg/L,1,1/18/2023,14:49:49
172204-1,1,Ca,1,2.250,mg/L,1,1/18/2023,14:49:49
172204-1,1,Co,1,0.0001,mg/L,1,1/18/2023,14:49:49
172204-1,1,Cr,1,0.0008,mg/L,1,1/18/2023,14:49:49
172204-1,1,Cu,1,0.086,mg/L,1,1/18/2023,14:49:49
172204-1,1,Fe,1,1.000,mg/L,1,1/18/2023,14:49:49
172204-1,1,K,1,0.53,mg/L,1,1/18/2023,14:49:49
172204-1,1,La,1,Uncal,mg/L,1,1/18/2023,14:49:49
172204-1,1,Mg,1,0.19,mg/L,1,1/18/2023,14:49:49
172204-1,1,Mn,1,0.167,mg/L,1,1/18/2023,14:49:49
172204-1,1,Mo,1,0.001,mg/L,1,1/18/2023,14:49:49
