Sample,Analyte,Element,HT, ,units,rep,1/18/2023,13:49:58
172204-1,1,Na,1,124.35,mg/L,1,1/18/2023,14:49:49
172204-1,1,Ni,1,0.001,mg/L,1,1/18/2023,14:49:49
172204-1,1,P,1,0.005,mg/L,1,1/18/2023,14:49:49
172204-1,1,S,1,13.44,mg/L,1,1/18/2023,14:49:49
172204-1,1,Sc,1,Uncal,mg/L,1,1/18/2023,14:49:49
172204-1,1,Si,1,9.840,mg/L,1,1/18/2023,14:49:49
172204-1,1,Sn,1,0.000,mg/L,1,1/18/2023,14:49:49
172204-1,1,Sr,1,0.00,mg/L,1,1/18/2023,14:49:49
172204-1,1,Ti,1,0.004,mg/L,1,1/18/2023,14:49:49
172204-1,1,V,1,0.000,mg/L,1,1/18/2023,14:49:49
172204-1,1,W,1,0.000,mg/L,1,1/18/2023,14:49:49
172204-1,1,Zn,1,0.0873,mg/L,1,1/18/2023,14:49:49
172209-1,1,Ag,1,0.000,mg/L,1,1/18/2023,14:52:32
172209-1,1,Al,1,0.130,mg/L,1,1/18/2023,14:52:32
172209-1,1,Au,1,Uncal,mg/L,1,1/18/2023,14:52:32
172209-1,1,B,1,0.549,mg/L,1,1/18/2023,14:52:32
172209-1,1,Ba,1,0.0620,mg/L,1,1/18/2023,14:52:32
172209-1,1,Be,1,0.000,mg/L,1,1/18/2023,14:52:32
172209-1,1,Ca,1,39.000,mg/L,1,1/18/2023,14:52:32
172209-1,1,Co,1,0.0000,mg/L,1,1/18/2023,14:52:32
172209-1,1,Cr,1,0.0002,mg/L,1,1/18/2023,14:52:32
172209-1,1,Cu,1,0.045,mg/L,1,1/18/2023,14:52:32
172209-1,1,Fe,1,0.213,mg/L,1,1/18/2023,14:52:32
172209-1,1,K,1,1.48,mg/L,1,1/18/2023,14:52:32
172209-1,1,La,1,Uncal,mg/L,1,1/18/2023,14:52:32
172209-1,1,Mg,1,11.46,mg/L,1,1/18/2023,14:52:32
172209-1,1,Mn,1,0.003,mg/L,1,1/18/2023,14:52:32
172209-1,1,Mo,1,0.002,mg/L,1,1/18/2023,14:52:32
172209-1,1,Na,1,27.67,mg/L,1,1/18/2023,14:52:32
172209-1,1,Ni,1,0.000,mg/L,1,1/18/2023,14:52:32
172209-1,1,P,1,0.000,mg/L,1,1/18/2023,14:52:32
172209-1,1,S,1,5.02,mg/L,1,1/18/2023,14:52:32
172209-1,1,Sc,1,Uncal,mg/L,1,1/18/2023,14:52:32
172209-1,1,Si,1,7.980,mg/L,1,1/18/2023,14:52:32
172209-1,1,Sn,1,-0.001,mg/L,1,1/18/2023,14:52:32
172209-1,1,Sr,1,0.53,mg/L,1,1/18/2023,14:52:32
172209-1,1,Ti,1,0.000,mg/L,1,1/18/2023,14:52:32
172209-1,1,V,1,0.001,mg/L,1,1/18/2023,14:52:32
172209-1,1,W,1,0.002,mg/L,1,1/18/2023,14:52:32
172209-1,1,Zn,1,0.2500,mg/L,1,1/18/2023,14:52:32
172196-1,1,Ag,1,0.000,mg/L,1,1/18/2023,14:55:15
172196-1,1,Al,1,1.640,mg/L,1,1/18/2023,14:55:15
172196-1,1,Au,1,Uncal,mg/L,1,1/18/2023,14:55:15
172196-1,1,B,1,1.430,mg/L,1,1/18/2023,14:55:15
172196-1,1,Ba,1,0.1370,mg/L,1,1/18/2023,14:55:15
172196-1,1,Be,1,0.000,mg/L,1,1/18/2023,14:55:15
172196-1,1,Ca,1,234.000,mg/L,1,1/18/2023,14:55:15
172196-1,1,Co,1,0.0006,mg/L,1,1/18/2023,14:55:15
172196-1,1,Cr,1,0.0018,mg/L,1,1/18/2023,14:55:15
172196-1,1,Cu,1,0.009,mg/L,1,1/18/2023,14:55:15
172196-1,1,Fe,1,1.790,mg/L,1,1/18/2023,14:55:15
172196-1,1,K,1,6.32,mg/L,1,1/18/2023,14:55:15
172196-1,1,La,1,Uncal,mg/L,1,1/18/2023,14:55:15
172196-1,1,Mg,1,2.45,mg/L,1,1/18/2023,14:55:15
172196-1,1,Mn,1,0.089,mg/L,1,1/18/2023,14:55:15
172196-1,1,Mo,1,0.006,mg/L,1,1/18/2023,14:55:15
172196-1,1,Na,1,797.59,mg/L,1,1/18/2023,14:55:15
172196-1,1,Ni,1,0.002,mg/L,1,1/18/2023,14:55:15
172196-1,1,P,1,0.012,mg/L,1,1/18/2023,14:55:15
172196-1,1,S,1,7.32,mg/L,1,1/18/2023,14:55:15
172196-1,1,Sc,1,Uncal,mg/L,1,1/18/2023,14:55:15
172196-1,1,Si,1,10.300,mg/L,1,1/18/2023,14:55:15
172196-1,1,Sn,1,-0.001,mg/L,1,1/18/2023,14:55:15
172196-1,1,Sr,1,7.70,mg/L,1,1/18/2023,14:55:15
172196-1,1,Ti,1,0.053,mg/L,1,1/18/2023,14:55:15
172196-1,1,V,1,0.005,mg/L,1,1/18/2023,14:55:15
172196-1,1,W,1,0.005,mg/L,1,1/18/2023,14:55:15
172196-1,1,Zn,1,0.0153,mg/L,1,1/18/2023,14:55:15
172208-1,1,Ag,1,0.000,mg/L,1,1/18/2023,14:57:59
172208-1,1,Al,1,0.151,mg/L,1,1/18/2023,14:57:59
172208-1,1,Au,1,Uncal,mg/L,1,1/18/2023,14:57:59
172208-1,1,B,1,1.750,mg/L,1,1/18/2023,14:57:59
172208-1,1,Ba,1,0.0591,mg/L,1,1/18/2023,14:57:59
172208-1,1,Be,1,0.000,mg/L,1,1/18/2023,14:57:59
172208-1,1,Ca,1,394.000,mg/L,1,1/18/2023,14:57:59
172208-1,1,Co,1,0.0001,mg/L,1,1/18/2023,14:57:59
172208-1,1,Cr,1,0.0002,mg/L,1,1/18/2023,14:57:59
172208-1,1,Cu,1,0.007,mg/L,1,1/18/2023,14:57:59
172208-1,1,Fe,1,0.100,mg/L,1,1/18/2023,14:57:59
172208-1,1,K,1,3.55,mg/L,1,1/18/2023,14:57:59
172208-1,1,La,1,Uncal,mg/L,1,1/18/2023,14:57:59
172208-1,1,Mg,1,1.09,mg/L,1,1/18/2023,14:57:59
172208-1,1,Mn,1,0.014,mg/L,1,1/18/2023,14:57:59
172208-1,1,Mo,1,0.004,mg/L,1,1/18/2023,14:57:59
172208-1,1,Na,1,1109.95,mg/L,1,1/18/2023,14:57:59
172208-1,1,Ni,1,0.000,mg/L,1,1/18/2023,14:57:59
172208-1,1,P,1,-0.005,mg/L,1,1/18/2023,14:57:59
172208-1,1,S,1,77.67,mg/L,1,1/18/2023,14:57:59
172208-1,1,Sc,1,Uncal,mg/L,1,1/18/2023,14:57:59
172208-1,1,Si,1,4.060,mg/L,1,1/18/2023,14:57:59
172208-1,1,Sn,1,0.000,mg/L,1,1/18/2023,14:57:59
172208-1,1,Sr,1,17.62,mg/L,1,1/18/2023,14:57:59
172208-1,1,Ti,1,0.000,mg/L,1,1/18/2023,14:57:59
172208-1,1,V,1,0.001,mg/L,1,1/18/2023,14:57:59
172208-1,1,W,1,-0.002,mg/L,1,1/18/2023,14:57:59
172208-1,1,Zn,1,0.0080,mg/L,1,1/18/2023,14:57:59
172209-1,1,Ag,1,0.000,mg/L,1,1/18/2023,15:00:43
172209-1,1,Al,1,0.124,mg/L,1,1/18/2023,15:00:43
172209-1,1,Au,1,Uncal,mg/L,1,1/18/2023,15:00:43
172209-1,1,B,1,0.575,mg/L,1,1/18/2023,15:00:43
172209-1,1,Ba,1,0.0796,mg/L,1,1/18/2023,15:00:43
172209-1,1,Be,1,0.000,mg/L,1,1/18/2023,15:00:43
172209-1,1,Ca,1,43.000,mg/L,1,1/18/2023,15:00:43
172209-1,1,Co,1,0.0000,mg/L,1,1/18/2023,15:00:43
172209-1,1,Cr,1,0.0001,mg/L,1,1/18/2023,15:00:43
172209-1,1,Cu,1,0.018,mg/L,1,1/18/2023,15:00:43
172209-1,1,Fe,1,0.189,mg/L,1,1/18/2023,15:00:43
172209-1,1,K,1,1.60,mg/L,1,1/18/2023,15:00:43
172209-1,1,La,1,Uncal,mg/L,1,1/18/2023,15:00:43
172209-1,1,Mg,1,12.49,mg/L,1,1/18/2023,15:00:43
172209-1,1,Mn,1,0.019,mg/L,1,1/18/2023,15:00:43
172209-1,1,Mo,1,0.002,mg/L,1,1/18/2023,15:00:43
172209-1,1,Na,1,29.72,mg/L,1,1/18/2023,15:00:43
172209-1,1,Ni,1,0.000,mg/L,1,1/18/2023,15:00:43
172209-1,1,P,1,0.001,mg/L,1,1/18/2023,15:00:43
172209-1,1,S,1,5.37,mg/L,1,1/18/2023,15:00:43
172209-1,1,Sc,1,Uncal,mg/L,1,1/18/2023,15:00:43
172209-1,1,Si,1,8.430,mg/L,1,1/18/2023,15:00:43
172209-1,1,Sn,1,-0.001,mg/L,1,1/18/2023,15:00:43
172209-1,1,Sr,1,0.61,mg/L,1,1/18/2023,15:00:43
172209-1,1,Ti,1,0.000,mg/L,1,1/18/2023,15:00:43
172209-1,1,V,1,0.001,mg/L,1,1/18/2023,15:00:43
172209-1,1,W,1,0.000,mg/L,1,1/18/2023,15:00:43
172209-1,1,Zn,1,0.0380,mg/L,1,1/18/2023,15:00:43
172197-1,1,Ag,1,0.000,mg/L,1,1/18/2023,15:03:26
172197-1,1,Al,1,0.735,mg/L,1,1/18/2023,15:03:26
172197-1,1,Au,1,Uncal,mg/L,1,1/18/2023,15:03:26
172197-1,1,B,1,0.674,mg/L,1,1/18/2023,15:03:26
172197-1,1,Ba,1,10.2000,mg/L,1,1/18/2023,15:03:26
172197-1,1,Be,1,0.000,mg/L,1,1/18/2023,15:03:26
172197-1,1,Ca,1,192.000,mg/L,1,1/18/2023,15:03:26
172197-1,1,Co,1,-0.0002,mg/L,1,1/18/2023,15:03:26
172197-1,1,Cr,1,0.0009,mg/L,1,1/18/2023,15:03:26
172197-1,1,Cu,1,0.010,mg/L,1,1/18/2023,15:03:26
172197-1,1,Fe,1,0.857,mg/L,1,1/18/2023,15:03:26
172197-1,1,K,1,34.77,mg/L,1,1/18/2023,15:03:26
172197-1,1,La,1,Uncal,mg/L,1,1/18/2023,15:03:26
172197-1,1,Mg,1,28.32,mg/L,1,1/18/2023,15:03:26
172197-1,1,Mn,1,0.610,mg/L,1,1/18/2023,15:03:26
172197-1,1,Mo,1,0.017,mg/L,1,1/18/2023,15:03:26
172197-1,1,Na,1,3924.81,mg/L,1,1/18/2023,15:03:26
172197-1,1,Ni,1,0.005,mg/L,1,1/18/2023,15:03:26
172197-1,1,P,1,0.008,mg/L,1,1/18/2023,15:03:26
172197-1,1,S,1,0.32,mg/L,1,1/18/2023,15:03:26
172197-1,1,Sc,1,Uncal,mg/L,1,1/18/2023,15:03:26
172197-1,1,Si,1,1.660,mg/L,1,1/18/2023,15:03:26
172197-1,1,Sn,1,-0.001,mg/L,1,1/18/2023,15:03:26
172197-1,1,Sr,1,11.11,mg/L,1,1/18/2023,15:03:26
172197-1,1,Ti,1,0.009,mg/L,1,1/18/2023,15:03:26
172197-1,1,V,1,0.002,mg/L,1,1/18/2023,15:03:26
172197-1,1,W,1,-0.002,mg/L,1,1/18/2023,15:03:26
172197-1,1,Zn,1,0.0103,mg/L,1,1/18/2023,15:03:26
171169-1,1,Ag,1,0.000,mg/L,1,1/18/2023,15:06:09
171169-1,1,Al,1,0.180,mg/L,1,1/18/2023,15:06:09
171169-1,1,Au,1,Uncal,mg/L,1,1/18/2023,15:06:09
171169-1,1,B,1,0.511,mg/L,1,1/18/2023,15:06:09
171169-1,1,Ba,1,0.0146,mg/L,1,1/18/2023,15:06:09
171169-1,1,Be,1,0.000,mg/L,1,1/18/2023,15:06:09
171169-1,1,Ca,1,69.800,mg/L,1,1/18/2023,15:06:09
171169-1,1,Co,1,0.0000,mg/L,1,1/18/2023,15:06:09
171169-1,1,Cr,1,0.0000,mg/L,1,1/18/2023,15:06:09
171169-1,1,Cu,1,0.005,mg/L,1,1/18/2023,15:06:09
171169-1,1,Fe,1,0.323,mg/L,1,1/18/2023,15:06:09
171169-1,1,K,1,0.79,mg/L,1,1/18/2023,15:06:09
171169-1,1,La,1,Uncal,mg/L,1,1/18/2023,15:06:09
171169-1,1,Mg,1,8.27,mg/L,1,1/18/2023,15:06:09
171169-1,1,Mn,1,0.134,mg/L,1,1/18/2023,15:06:09
171169-1,1,Mo,1,0.001,mg/L,1,1/18/2023,15:06:09
171169-1,1,Na,1,9.56,mg/L,1,1/18/2023,15:06:09
171169-1,1,Ni,1,0.000,mg/L,1,1/18/2023,15:06:09
171169-1,1,P,1,-0.002,mg/L,1,1/18/2023,15:06:09
171169-1,1,S,1,4.85,mg/L,1,1/18/2023,15:06:09
171169-1,1,Sc,1,Uncal,mg/L,1,1/18/2023,15:06:09
171169-1,1,Si,1,12.500,mg/L,1,1/18/2023,15:06:09
171169-1,1,Sn,1,-0.002,mg/L,1,1/18/2023,15:06:09
171169-1,1,Sr,1,0.12,mg/L,1,1/18/2023,15:06:09
171169-1,1,Ti,1,0.000,mg/L,1,1/18/2023,15:06:09
171169-1,1,V,1,0.001,mg/L,1,1/18/2023,15:06:09
171169-1,1,W,1,0.002,mg/L,1,1/18/2023,15:06:09
171169-1,1,Zn,1,0.0253,mg/L,1,1/18/2023,15:06:09
172139-1,1,Ag,1,0.000,mg/L,1,1/18/2023,15:08:52
172139-1,1,Al,1,0.123,mg/L,1,1/18/2023,15:08:52
172139-1,1,Au,1,Uncal,mg/L,1,1/18/2023,15:08:52
172139-1,1,B,1,0.488,mg/L,1,1/18/2023,15:08:52
172139-1,1,Ba,1,0.0029,mg/L,1,1/18/2023,15:08:52
172139-1,1,Be,1,0.000,mg/L,1,1/18/2023,15:08:52
172139-1,1,Ca,1,0.279,mg/L,1,1/18/2023,15:08:52
172139-1,1,Co,1,0.0001,mg/L,1,1/18/2023,15:08:52
172139-1,1,Cr,1,0.0002,mg/L,1,1/18/2023,15:08:52
172139-1,1,Cu,1,0.007,mg/L,1,1/18/2023,15:08:52
172139-1,1,Fe,1,0.349,mg/L,1,1/18/2023,15:08:52
172139-1,1,K,1,0.36,mg/L,1,1/18/2023,15:08:52
172139-1,1,La,1,Uncal,mg/L,1,1/18/2023,15:08:52
172139-1,1,Mg,1,0.02,mg/L,1,1/18/2023,15:08:52
172139-1,1,Mn,1,0.001,mg/L,1,1/18/2023,15:08:52
172139-1,1,Mo,1,0.010,mg/L,1,1/18/2023,15:08:52
172139-1,1,Na,1,141.68,mg/L,1,1/18/2023,15:08:52
172139-1,1,Ni,1,0.000,mg/L,1,1/18/2023,15:08:52
172139-1,1,P,1,0.005,mg/L,1,1/18/2023,15:08:52
172139-1,1,S,1,6.80,mg/L,1,1/18/2023,15:08:52
172139-1,1,Sc,1,Uncal,mg/L,1,1/18/2023,15:08:52
172139-1,1,Si,1,7.100,mg/L,1,1/18/2023,15:08:52
172139-1,1,Sn,1,-0.001,mg/L,1,1/18/2023,15:08:52
172139-1,1,Sr,1,0.00,mg/L,1,1/18/2023,15:08:52
172139-1,1,Ti,1,0.000,mg/L,1,1/18/2023,15:08:52
172139-1,1,V,1,0.000,mg/L,1,1/18/2023,15:08:52
172139-1,1,W,1,0.001,mg/L,1,1/18/2023,15:08:52
172139-1,1,Zn,1,0.0259,mg/L,1,1/18/2023,15:08:52
172144-1,1,Ag,1,0.000,mg/L,1,1/18/2023,15:11:35
172144-1,1,Al,1,0.154,mg/L,1,1/18/2023,15:11:35
172144-1,1,Au,1,Uncal,mg/L,1,1/18/2023,15:11:35
172144-1,1,B,1,1.170,mg/L,1,1/18/2023,15:11:35
172144-1,1,Ba,1,0.0109,mg/L,1,1/18/2023,15:11:35
172144-1,1,Be,1,0.000,mg/L,1,1/18/2023,15:11:35
172144-1,1,Ca,1,39.700,mg/L,1,1/18/2023,15:11:35
172144-1,1,Co,1,0.0002,mg/L,1,1/18/2023,15:11:35
172144-1,1,Cr,1,0.0006,mg/L,1,1/18/2023,15:11:35
172144-1,1,Cu,1,0.002,mg/L,1,1/18/2023,15:11:35
172144-1,1,Fe,1,34.100,mg/L,1,1/18/2023,15:11:35
172144-1,1,K,1,1.11,mg/L,1,1/18/2023,15:11:35
172144-1,1,La,1,Uncal,mg/L,1,1/18/2023,15:11:35
172144-1,1,Mg,1,10.38,mg/L,1,1/18/2023,15:11:35
172144-1,1,Mn,1,0.373,mg/L,1,1/18/2023,15:11:35
172144-1,1,Mo,1,0.000,mg/L,1,1/18/2023,15:11:35
172144-1,1,Na,1,9.27,mg/L,1,1/18/2023,15:11:35
172144-1,1,Ni,1,0.002,mg/L,1,1/18/2023,15:11:35
172144-1,1,P,1,0.009,mg/L,1,1/18/2023,15:11:35
172144-1,1,S,1,1.04,mg/L,1,1/18/2023,15:11:35
172144-1,1,Sc,1,Uncal,mg/L,1,1/18/2023,15:11:35
172144-1,1,Si,1,7.160,mg/L,1,1/18/2023,15:11:35
172144-1,1,Sn,1,-0.001,mg/L,1,1/18/2023,15:11:35
172144-1,1,Sr,1,0.07,mg/L,1,1/18/2023,15:11:35
172144-1,1,Ti,1,0.001,mg/L,1,1/18/2023,15:11:35
172144-1,1,V,1,0.001,mg/L,1,1/18/2023,15:11:35
172144-1,1,W,1,0.002,mg/L,1,1/18/2023,15:11:35
172144-1,1,Zn,1,0.0301,mg/L,1,1/18/2023,15:11:35
172218-1,1,Ag,1,0.000,mg/L,1,1/18/2023,15:14:18
172218-1,1,Al,1,0.207,mg/L,1,1/18/2023,15:14:18
172218-1,1,Au,1,Uncal,mg/L,1,1/18/2023,15:14:18
172218-1,1,B,1,0.791,mg/L,1,1/18/2023,15:14:18
172218-1,1,Ba,1,0.0358,mg/L,1,1/18/2023,15:14:18
172218-1,1,Be,1,0.000,mg/L,1,1/18/2023,15:14:18
172218-1,1,Ca,1,31.400,mg/L,1,1/18/2023,15:14:18
172218-1,1,Co,1,0.0002,mg/L,1,1/18/2023,15:14:18
172218-1,1,Cr,1,0.0002,mg/L,1,1/18/2023,15:14:18
172218-1,1,Cu,1,0.000,mg/L,1,1/18/2023,15:14:18
172218-1,1,Fe,1,0.160,mg/L,1,1/18/2023,15:14:18
172218-1,1,K,1,1.40,mg/L,1,1/18/2023,15:14:18
172218-1,1,La,1,Uncal,mg/L,1,1/18/2023,15:14:18
172218-1,1,Mg,1,3.27,mg/L,1,1/18/2023,15:14:18
172218-1,1,Mn,1,0.019,mg/L,1,1/18/2023,15:14:18
172218-1,1,Mo,1,0.001,mg/L,1,1/18/2023,15:14:18
172218-1,1,Na,1,20.69,mg/L,1,1/18/2023,15:14:18
172218-1,1,Ni,1,0.000,mg/L,1,1/18/2023,15:14:18
172218-1,1,P,1,0.444,mg/L,1,1/18/2023,15:14:18
172218-1,1,S,1,2.69,mg/L,1,1/18/2023,15:14:18
172218-1,1,Sc,1,Uncal,mg/L,1,1/18/2023,15:14:18
172218-1,1,Si,1,8.530,mg/L,1,1/18/2023,15:14:18
172218-1,1,Sn,1,-0.001,mg/L,1,1/18/2023,15:14:18
172218-1,1,Sr,1,0.23,mg/L,1,1/18/2023,15:14:18
172218-1,1,Ti,1,0.001,mg/L,1,1/18/2023,15:14:18
172218-1,1,V,1,0.001,mg/L,1,1/18/2023,15:14:18
172218-1,1,W,1,0.002,mg/L,1,1/18/2023,15:14:18
172218-1,1,Zn,1,0.0155,mg/L,1,1/18/2023,15:14:18
172213-1,1,Ag,1,0.000,mg/L,1,1/18/2023,15:17:00
172213-1,1,Al,1,0.146,mg/L,1,1/18/2023,15:17:00
172213-1,1,Au,1,Uncal,mg/L,1,1/18/2023,15:17:00
172213-1,1,B,1,0.581,mg/L,1,1/18/2023,15:17:00
172213-1,1,Ba,1,0.0034,mg/L,1,1/18/2023,15:17:00
172213-1,1,Be,1,0.000,mg/L,1,1/18/2023,15:17:00
172213-1,1,Ca,1,22.900,mg/L,1,1/18/2023,15:17:00
172213-1,1,Co,1,0.0000,mg/L,1,1/18/2023,15:17:00
172213-1,1,Cr,1,0.0003,mg/L,1,1/18/2023,15:17:00
172213-1,1,Cu,1,0.048,mg/L,1,1/18/2023,15:17:00
172213-1,1,Fe,1,0.581,mg/L,1,1/18/2023,15:17:00
172213-1,1,K,1,0.10,mg/L,1,1/18/2023,15:17:00
172213-1,1,La,1,Uncal,mg/L,1,1/18/2023,15:17:00
172213-1,1,Mg,1,2.47,mg/L,1,1/18/2023,15:17:00
172213-1,1,Mn,1,0.002,mg/L,1,1/18/2023,15:17:00
172213-1,1,Mo,1,0.001,mg/L,1,1/18/2023,15:17:00
172213-1,1,Na,1,7.47,mg/L,1,1/18/2023,15:17:00
172213-1,1,Ni,1,0.001,mg/L,1,1/18/2023,15:17:00
172213-1,1,P,1,0.000,mg/L,1,1/18/2023,15:17:00
172213-1,1,S,1,1.64,mg/L,1,1/18/2023,15:17:00
172213-1,1,Sc,1,Uncal,mg/L,1,1/18/2023,15:17:00
172213-1,1,Si,1,5.160,mg/L,1,1/18/2023,15:17:00
172213-1,1,Sn,1,-0.003,mg/L,1,1/18/2023,15:17:00
172213-1,1,Sr,1,0.05,mg/L,1,1/18/2023,15:17:00
172213-1,1,Ti,1,0.000,mg/L,1,1/18/2023,15:17:00
172213-1,1,V,1,0.007,mg/L,1,1/18/2023,15:17:00
172213-1,1,W,1,0.001,mg/L,1,1/18/2023,15:17:00
172213-1,1,Zn,1,0.1020,mg/L,1,1/18/2023,15:17:00
172212-1,1,Ag,1,0.000,mg/L,1,1/18/2023,15:19:43
172212-1,1,Al,1,0.221,mg/L,1,1/18/2023,15:19:43
172212-1,1,Au,1,Uncal,mg/L,1,1/18/2023,15:19:43
172212-1,1,B,1,0.713,mg/L,1,1/18/2023,15:19:43
172212-1,1,Ba,1,0.1110,mg/L,1,1/18/2023,15:19:43
172212-1,1,Be,1,0.000,mg/L,1,1/18/2023,15:19:43
172212-1,1,Ca,1,69.500,mg/L,1,1/18/2023,15:19:43
172212-1,1,Co,1,0.0002,mg/L,1,1/18/2023,15:19:43
172212-1,1,Cr,1,0.0016,mg/L,1,1/18/2023,15:19:43
172212-1,1,Cu,1,0.019,mg/L,1,1/18/2023,15:19:43
172212-1,1,Fe,1,2.590,mg/L,1,1/18/2023,15:19:43
172212-1,1,K,1,1.34,mg/L,1,1/18/2023,15:19:43
172212-1,1,La,1,Uncal,mg/L,1,1/18/2023,15:19:43
172212-1,1,Mg,1,10.81,mg/L,1,1/18/2023,15:19:43
172212-1,1,Mn,1,0.089,mg/L,1,1/18/2023,15:19:43
172212-1,1,Mo,1,0.001,mg/L,1,1/18/2023,15:19:43
172212-1,1,Na,1,54.80,mg/L,1,1/18/2023,15:19:43
172212-1,1,Ni,1,0.002,mg/L,1,1/18/2023,15:19:43
172212-1,1,P,1,0.007,mg/L,1,1/18/2023,15:19:43
172212-1,1,S,1,7.17,mg/L,1,1/18/2023,15:19:43
172212-1,1,Sc,1,Uncal,mg/L,1,1/18/2023,15:19:43
172212-1,1,Si,1,14.100,mg/L,1,1/18/2023,15:19:43
172212-1,1,Sn,1,-0.001,mg/L,1,1/18/2023,15:19:43
172212-1,1,Sr,1,0.91,mg/L,1,1/18/2023,15:19:43
172212-1,1,Ti,1,0.002,mg/L,1,1/18/2023,15:19:43
172212-1,1,V,1,0.003,mg/L,1,1/18/2023,15:19:43
172212-1,1,W,1,-0.003,mg/L,1,1/18/2023,15:19:43
172212-1,1,Zn,1,0.0230,mg/L,1,1/18/2023,15:19:43
172223-1,1,Ag,1,0.000,mg/L,1,1/18/2023,15:22:27
172223-1,1,Al,1,1.050,mg/L,1,1/18/2023,15:22:27
172223-1,1,Au,1,Uncal,mg/L,1,1/18/2023,15:22:27
172223-1,1,B,1,0.537,mg/L,1,1/18/2023,15:22:27
172223-1,1,Ba,1,0.0030,mg/L,1,1/18/2023,15:22:27
172223-1,1,Be,1,0.000,mg/L,1,1/18/2023,15:22:27
172223-1,1,Ca,1,11.800,mg/L,1,1/18/2023,15:22:27
172223-1,1,Co,1,0.0002,mg/L,1,1/18/2023,15:22:27
172223-1,1,Cr,1,0.0015,mg/L,1,1/18/2023,15:22:27
172223-1,1,Cu,1,0.007,mg/L,1,1/18/2023,15:22:27
172223-1,1,Fe,1,1.150,mg/L,1,1/18/2023,15:22:27
172223-1,1,K,1,0.51,mg/L,1,1/18/2023,15:22:27
172223-1,1,La,1,Uncal,mg/L,1,1/18/2023,15:22:27
172223-1,1,Mg,1,3.71,mg/L,1,1/18/2023,15:22:27
172223-1,1,Mn,1,0.021,mg/L,1,1/18/2023,15:22:27
172223-1,1,Mo,1,-0.001,mg/L,1,1/18/2023,15:22:27
172223-1,1,Na,1,11.66,mg/L,1,1/18/2023,15:22:27
172223-1,1,Ni,1,0.003,mg/L,1,1/18/2023,15:22:27
172223-1,1,P,1,0.038,mg/L,1,1/18/2023,15:22:27
172223-1,1,S,1,1.23,mg/L,1,1/18/2023,15:22:27
172223-1,1,Sc,1,Uncal,mg/L,1,1/18/2023,15:22:27
172223-1,1,Si,1,10.200,mg/L,1,1/18/2023,15:22:27
172223-1,1,Sn,1,-0.001,mg/L,1,1/18/2023,15:22:27
172223-1,1,Sr,1,0.04,mg/L,1,1/18/2023,15:22:27
172223-1,1,Ti,1,0.016,mg/L,1,1/18/2023,15:22:27
172223-1,1,V,1,0.002,mg/L,1,1/18/2023,15:22:27
172223-1,1,W,1,-0.001,mg/L,1,1/18/2023,15:22:27
172223-1,1,Zn,1,0.0113,mg/L,1,1/18/2023,15:22:27
172224-1,1,Ag,1,0.000,mg/L,1,1/18/2023,15:25:10
172224-1,1,Al,1,0.247,mg/L,1,1/18/2023,15:25:10
172224-1,1,Au,1,Uncal,mg/L,1,1/18/2023,15:25:10
172224-1,1,B,1,0.713,mg/L,1,1/18/2023,15:25:10
172224-1,1,Ba,1,0.0036,mg/L,1,1/18/2023,15:25:10
172224-1,1,Be,1,0.000,mg/L,1,1/18/2023,15:25:10
172224-1,1,Ca,1,6.580,mg/L,1,1/18/2023,15:25:10
172224-1,1,Co,1,-0.0001,mg/L,1,1/18/2023,15:25:10
172224-1,1,Cr,1,0.0003,mg/L,1,1/18/2023,15:25:10
172224-1,1,Cu,1,0.055,mg/L,1,1/18/2023,15:25:10
172224-1,1,Fe,1,0.106,mg/L,1,1/18/2023,15:25:10
172224-1,1,K,1,0.21,mg/L,1,1/18/2023,15:25:10
172224-1,1,La,1,Uncal,mg/L,1,1/18/2023,15:25:10
172224-1,1,Mg,1,1.24,mg/L,1,1/18/2023,15:25:10
172224-1,1,Mn,1,0.003,mg/L,1,1/18/2023,15:25:10
172224-1,1,Mo,1,0.000,mg/L,1,1/18/2023,15:25:10
172224-1,1,Na,1,3.32,mg/L,1,1/18/2023,15:25:10
172224-1,1,Ni,1,0.000,mg/L,1,1/18/2023,15:25:10
172224-1,1,P,1,-0.001,mg/L,1,1/18/2023,15:25:10
172224-1,1,S,1,0.33,mg/L,1,1/18/2023,15:25:10
172224-1,1,Sc,1,Uncal,mg/L,1,1/18/2023,15:25:10
172224-1,1,Si,1,2.730,mg/L,1,1/18/2023,15:25:10
172224-1,1,Sn,1,-0.001,mg/L,1,1/18/2023,15:25:10
172224-1,1,Sr,1,0.01,mg/L,1,1/18/2023,15:25:10
172224-1,1,Ti,1,0.001,mg/L,1,1/18/2023,15:25:10
172224-1,1,V,1,0.000,mg/L,1,1/18/2023,15:25:10
172224-1,1,W,1,0.001,mg/L,1,1/18/2023,15:25:10
172224-1,1,Zn,1,0.0135,mg/L,1,1/18/2023,15:25:10
172217-1,1,Ag,1,0.000,mg/L,1,1/18/2023,15:27:53
172217-1,1,Al,1,1.410,mg/L,1,1/18/2023,15:27:53
172217-1,1,Au,1,Uncal,mg/L,1,1/18/2023,15:27:53
172217-1,1,B,1,0.755,mg/L,1,1/18/2023,15:27:53
172217-1,1,Ba,1,0.0154,mg/L,1,1/18/2023,15:27:53
