Sample,Analyte,Element,HT, ,units,rep,4/18/2024,15:28:15
180051-1,1,Be,1,0.000,mg/L,1,4/18/2024,17:05:34
180051-1,1,Ca,1,4.980,mg/L,1,4/18/2024,17:05:34
180051-1,1,Co,1,0.0001,mg/L,1,4/18/2024,17:05:34
180051-1,1,Cr,1,0.0002,mg/L,1,4/18/2024,17:05:34
180051-1,1,Cu,1,0.007,mg/L,1,4/18/2024,17:05:34
180051-1,1,Fe,1,0.361,mg/L,1,4/18/2024,17:05:34
180051-1,1,K,1,2.50,mg/L,1,4/18/2024,17:05:34
180051-1,1,La,1,Uncal,mg/L,1,4/18/2024,17:05:34
180051-1,1,Mg,1,1.35,mg/L,1,4/18/2024,17:05:34
180051-1,1,Mn,1,0.013,mg/L,1,4/18/2024,17:05:34
180051-1,1,Mo,1,0.003,mg/L,1,4/18/2024,17:05:34
180051-1,1,Na,1,450.41,mg/L,1,4/18/2024,17:05:34
180051-1,1,Ni,1,-0.001,mg/L,1,4/18/2024,17:05:34
180051-1,1,P,1,0.107,mg/L,1,4/18/2024,17:05:34
180051-1,1,S,1,0.01,mg/L,1,4/18/2024,17:05:34
180051-1,1,Sc,1,Uncal,mg/L,1,4/18/2024,17:05:34
180051-1,1,Si,1,7.620,mg/L,1,4/18/2024,17:05:34
180051-1,1,Sn,1,0.003,mg/L,1,4/18/2024,17:05:34
180051-1,1,Sr,1,0.21,mg/L,1,4/18/2024,17:05:34
180051-1,1,Ti,1,0.001,mg/L,1,4/18/2024,17:05:34
180051-1,1,V,1,0.000,mg/L,1,4/18/2024,17:05:34
180051-1,1,W,1,0.000,mg/L,1,4/18/2024,17:05:34
180051-1,1,Zn,1,0.0112,mg/L,1,4/18/2024,17:05:34
180052-1,1,Ag,1,0.001,mg/L,1,4/19/2024,09:48:58
180052-1,1,Al,1,0.168,mg/L,1,4/19/2024,09:48:58
180052-1,1,Au,1,Uncal,mg/L,1,4/19/2024,09:48:58
180052-1,1,B,1,0.785,mg/L,1,4/19/2024,09:48:58
180052-1,1,Ba,1,0.0072,mg/L,1,4/19/2024,09:48:58
180052-1,1,Be,1,0.001,mg/L,1,4/19/2024,09:48:58
180052-1,1,Ca,1,19.700,mg/L,1,4/19/2024,09:48:58
180052-1,1,Co,1,0.0004,mg/L,1,4/19/2024,09:48:58
180052-1,1,Cr,1,0.0003,mg/L,1,4/19/2024,09:48:58
180052-1,1,Cu,1,0.022,mg/L,1,4/19/2024,09:48:58
180052-1,1,Fe,1,0.113,mg/L,1,4/19/2024,09:48:58
180052-1,1,K,1,0.74,mg/L,1,4/19/2024,09:48:58
180052-1,1,La,1,Uncal,mg/L,1,4/19/2024,09:48:58
180052-1,1,Mg,1,2.95,mg/L,1,4/19/2024,09:48:58
180052-1,1,Mn,1,0.001,mg/L,1,4/19/2024,09:48:58
180052-1,1,Mo,1,0.000,mg/L,1,4/19/2024,09:48:58
180052-1,1,Na,1,51.66,mg/L,1,4/19/2024,09:48:58
180052-1,1,Ni,1,0.000,mg/L,1,4/19/2024,09:48:58
180052-1,1,P,1,0.010,mg/L,1,4/19/2024,09:48:58
180052-1,1,S,1,3.20,mg/L,1,4/19/2024,09:48:58
180052-1,1,Sc,1,Uncal,mg/L,1,4/19/2024,09:48:58
180052-1,1,Si,1,15.900,mg/L,1,4/19/2024,09:48:58
180052-1,1,Sn,1,-0.005,mg/L,1,4/19/2024,09:48:58
180052-1,1,Sr,1,0.15,mg/L,1,4/19/2024,09:48:58
180052-1,1,Ti,1,0.001,mg/L,1,4/19/2024,09:48:58
180052-1,1,V,1,0.001,mg/L,1,4/19/2024,09:48:58
180052-1,1,W,1,0.001,mg/L,1,4/19/2024,09:48:58
180052-1,1,Zn,1,0.0156,mg/L,1,4/19/2024,09:48:58
180053-1,1,Ag,1,0.001,mg/L,1,4/19/2024,09:51:40
180053-1,1,Al,1,0.331,mg/L,1,4/19/2024,09:51:40
180053-1,1,Au,1,Uncal,mg/L,1,4/19/2024,09:51:40
180053-1,1,B,1,0.811,mg/L,1,4/19/2024,09:51:40
180053-1,1,Ba,1,0.0065,mg/L,1,4/19/2024,09:51:40
180053-1,1,Be,1,0.001,mg/L,1,4/19/2024,09:51:40
180053-1,1,Ca,1,37.700,mg/L,1,4/19/2024,09:51:40
180053-1,1,Co,1,0.0003,mg/L,1,4/19/2024,09:51:40
180053-1,1,Cr,1,0.0051,mg/L,1,4/19/2024,09:51:40
180053-1,1,Cu,1,0.002,mg/L,1,4/19/2024,09:51:40
180053-1,1,Fe,1,0.172,mg/L,1,4/19/2024,09:51:40
180053-1,1,K,1,5.71,mg/L,1,4/19/2024,09:51:40
180053-1,1,La,1,Uncal,mg/L,1,4/19/2024,09:51:40
180053-1,1,Mg,1,0.18,mg/L,1,4/19/2024,09:51:40
180053-1,1,Mn,1,0.001,mg/L,1,4/19/2024,09:51:40
180053-1,1,Mo,1,0.000,mg/L,1,4/19/2024,09:51:40
180053-1,1,Na,1,8.81,mg/L,1,4/19/2024,09:51:40
180053-1,1,Ni,1,-0.001,mg/L,1,4/19/2024,09:51:40
180053-1,1,P,1,0.004,mg/L,1,4/19/2024,09:51:40
180053-1,1,S,1,4.94,mg/L,1,4/19/2024,09:51:40
180053-1,1,Sc,1,Uncal,mg/L,1,4/19/2024,09:51:40
180053-1,1,Si,1,34.800,mg/L,1,4/19/2024,09:51:40
180053-1,1,Sn,1,0.004,mg/L,1,4/19/2024,09:51:40
180053-1,1,Sr,1,0.12,mg/L,1,4/19/2024,09:51:40
180053-1,1,Ti,1,0.002,mg/L,1,4/19/2024,09:51:40
180053-1,1,V,1,0.044,mg/L,1,4/19/2024,09:51:40
180053-1,1,W,1,0.002,mg/L,1,4/19/2024,09:51:40
180053-1,1,Zn,1,0.0029,mg/L,1,4/19/2024,09:51:40
180057-1,1,Ag,1,0.000,mg/L,1,4/19/2024,09:54:23
180057-1,1,Al,1,0.007,mg/L,1,4/19/2024,09:54:23
180057-1,1,Au,1,Uncal,mg/L,1,4/19/2024,09:54:23
180057-1,1,B,1,0.008,mg/L,1,4/19/2024,09:54:23
180057-1,1,Ba,1,0.0037,mg/L,1,4/19/2024,09:54:23
180057-1,1,Be,1,0.001,mg/L,1,4/19/2024,09:54:23
180057-1,1,Ca,1,6.160,mg/L,1,4/19/2024,09:54:23
180057-1,1,Co,1,0.0001,mg/L,1,4/19/2024,09:54:23
180057-1,1,Cr,1,0.0001,mg/L,1,4/19/2024,09:54:23
180057-1,1,Cu,1,0.000,mg/L,1,4/19/2024,09:54:23
180057-1,1,Fe,1,0.064,mg/L,1,4/19/2024,09:54:23
180057-1,1,K,1,0.20,mg/L,1,4/19/2024,09:54:23
180057-1,1,La,1,Uncal,mg/L,1,4/19/2024,09:54:23
180057-1,1,Mg,1,0.47,mg/L,1,4/19/2024,09:54:23
180057-1,1,Mn,1,0.002,mg/L,1,4/19/2024,09:54:23
180057-1,1,Mo,1,0.000,mg/L,1,4/19/2024,09:54:23
180057-1,1,Na,1,0.88,mg/L,1,4/19/2024,09:54:23
180057-1,1,Ni,1,0.001,mg/L,1,4/19/2024,09:54:23
180057-1,1,P,1,0.003,mg/L,1,4/19/2024,09:54:23
180057-1,1,S,1,0.35,mg/L,1,4/19/2024,09:54:23
180057-1,1,Sc,1,Uncal,mg/L,1,4/19/2024,09:54:23
180057-1,1,Si,1,2.820,mg/L,1,4/19/2024,09:54:23
180057-1,1,Sn,1,0.008,mg/L,1,4/19/2024,09:54:23
180057-1,1,Sr,1,0.01,mg/L,1,4/19/2024,09:54:23
180057-1,1,Ti,1,0.000,mg/L,1,4/19/2024,09:54:23
180057-1,1,V,1,0.000,mg/L,1,4/19/2024,09:54:23
180057-1,1,W,1,0.001,mg/L,1,4/19/2024,09:54:23
180057-1,1,Zn,1,0.0027,mg/L,1,4/19/2024,09:54:23
180057-2,1,Ag,1,0.000,mg/L,1,4/19/2024,09:57:05
180057-2,1,Al,1,0.016,mg/L,1,4/19/2024,09:57:05
180057-2,1,Au,1,Uncal,mg/L,1,4/19/2024,09:57:05
180057-2,1,B,1,0.007,mg/L,1,4/19/2024,09:57:05
180057-2,1,Ba,1,0.0037,mg/L,1,4/19/2024,09:57:05
180057-2,1,Be,1,0.001,mg/L,1,4/19/2024,09:57:05
180057-2,1,Ca,1,6.370,mg/L,1,4/19/2024,09:57:05
180057-2,1,Co,1,0.0000,mg/L,1,4/19/2024,09:57:05
180057-2,1,Cr,1,0.0003,mg/L,1,4/19/2024,09:57:05
180057-2,1,Cu,1,0.000,mg/L,1,4/19/2024,09:57:05
180057-2,1,Fe,1,0.068,mg/L,1,4/19/2024,09:57:05
180057-2,1,K,1,0.21,mg/L,1,4/19/2024,09:57:05
180057-2,1,La,1,Uncal,mg/L,1,4/19/2024,09:57:05
180057-2,1,Mg,1,0.47,mg/L,1,4/19/2024,09:57:05
180057-2,1,Mn,1,0.001,mg/L,1,4/19/2024,09:57:05
180057-2,1,Mo,1,0.001,mg/L,1,4/19/2024,09:57:05
180057-2,1,Na,1,2.55,mg/L,1,4/19/2024,09:57:05
180057-2,1,Ni,1,0.000,mg/L,1,4/19/2024,09:57:05
180057-2,1,P,1,0.002,mg/L,1,4/19/2024,09:57:05
180057-2,1,S,1,0.44,mg/L,1,4/19/2024,09:57:05
180057-2,1,Sc,1,Uncal,mg/L,1,4/19/2024,09:57:05
180057-2,1,Si,1,2.720,mg/L,1,4/19/2024,09:57:05
180057-2,1,Sn,1,0.000,mg/L,1,4/19/2024,09:57:05
180057-2,1,Sr,1,0.01,mg/L,1,4/19/2024,09:57:05
180057-2,1,Ti,1,0.000,mg/L,1,4/19/2024,09:57:05
180057-2,1,V,1,0.000,mg/L,1,4/19/2024,09:57:05
180057-2,1,W,1,0.001,mg/L,1,4/19/2024,09:57:05
180057-2,1,Zn,1,0.0078,mg/L,1,4/19/2024,09:57:05
180061-1,1,Ag,1,0.001,mg/L,1,4/19/2024,09:59:46
180061-1,1,Al,1,0.182,mg/L,1,4/19/2024,09:59:46
180061-1,1,Au,1,Uncal,mg/L,1,4/19/2024,09:59:46
180061-1,1,B,1,0.626,mg/L,1,4/19/2024,09:59:46
180061-1,1,Ba,1,0.0027,mg/L,1,4/19/2024,09:59:46
180061-1,1,Be,1,0.001,mg/L,1,4/19/2024,09:59:46
180061-1,1,Ca,1,26.400,mg/L,1,4/19/2024,09:59:46
180061-1,1,Co,1,0.0002,mg/L,1,4/19/2024,09:59:46
180061-1,1,Cr,1,0.0015,mg/L,1,4/19/2024,09:59:46
180061-1,1,Cu,1,0.021,mg/L,1,4/19/2024,09:59:46
180061-1,1,Fe,1,0.306,mg/L,1,4/19/2024,09:59:46
180061-1,1,K,1,0.62,mg/L,1,4/19/2024,09:59:46
180061-1,1,La,1,Uncal,mg/L,1,4/19/2024,09:59:46
180061-1,1,Mg,1,2.79,mg/L,1,4/19/2024,09:59:46
180061-1,1,Mn,1,0.004,mg/L,1,4/19/2024,09:59:46
180061-1,1,Mo,1,0.000,mg/L,1,4/19/2024,09:59:46
180061-1,1,Na,1,5.64,mg/L,1,4/19/2024,09:59:46
180061-1,1,Ni,1,0.004,mg/L,1,4/19/2024,09:59:46
180061-1,1,P,1,0.005,mg/L,1,4/19/2024,09:59:46
180061-1,1,S,1,1.03,mg/L,1,4/19/2024,09:59:46
180061-1,1,Sc,1,Uncal,mg/L,1,4/19/2024,09:59:46
180061-1,1,Si,1,9.060,mg/L,1,4/19/2024,09:59:46
180061-1,1,Sn,1,-0.008,mg/L,1,4/19/2024,09:59:46
180061-1,1,Sr,1,0.04,mg/L,1,4/19/2024,09:59:46
180061-1,1,Ti,1,0.000,mg/L,1,4/19/2024,09:59:46
180061-1,1,V,1,0.001,mg/L,1,4/19/2024,09:59:46
180061-1,1,W,1,0.001,mg/L,1,4/19/2024,09:59:46
180061-1,1,Zn,1,0.0426,mg/L,1,4/19/2024,09:59:46
180064-1,1,Ag,1,0.000,mg/L,1,4/19/2024,10:02:29
180064-1,1,Al,1,0.183,mg/L,1,4/19/2024,10:02:29
180064-1,1,Au,1,Uncal,mg/L,1,4/19/2024,10:02:29
180064-1,1,B,1,0.679,mg/L,1,4/19/2024,10:02:29
180064-1,1,Ba,1,0.0012,mg/L,1,4/19/2024,10:02:29
180064-1,1,Be,1,0.001,mg/L,1,4/19/2024,10:02:29
180064-1,1,Ca,1,1.350,mg/L,1,4/19/2024,10:02:29
180064-1,1,Co,1,0.0002,mg/L,1,4/19/2024,10:02:29
180064-1,1,Cr,1,0.0004,mg/L,1,4/19/2024,10:02:29
180064-1,1,Cu,1,0.001,mg/L,1,4/19/2024,10:02:29
180064-1,1,Fe,1,0.058,mg/L,1,4/19/2024,10:02:29
180064-1,1,K,1,1.39,mg/L,1,4/19/2024,10:02:29
180064-1,1,La,1,Uncal,mg/L,1,4/19/2024,10:02:29
180064-1,1,Mg,1,0.75,mg/L,1,4/19/2024,10:02:29
180064-1,1,Mn,1,0.021,mg/L,1,4/19/2024,10:02:29
180064-1,1,Mo,1,0.000,mg/L,1,4/19/2024,10:02:29
180064-1,1,Na,1,61.49,mg/L,1,4/19/2024,10:02:29
180064-1,1,Ni,1,-0.001,mg/L,1,4/19/2024,10:02:29
180064-1,1,P,1,0.472,mg/L,1,4/19/2024,10:02:29
180064-1,1,S,1,-0.01,mg/L,1,4/19/2024,10:02:29
180064-1,1,Sc,1,Uncal,mg/L,1,4/19/2024,10:02:29
180064-1,1,Si,1,16.000,mg/L,1,4/19/2024,10:02:29
180064-1,1,Sn,1,0.006,mg/L,1,4/19/2024,10:02:29
180064-1,1,Sr,1,0.00,mg/L,1,4/19/2024,10:02:29
180064-1,1,Ti,1,0.001,mg/L,1,4/19/2024,10:02:29
180064-1,1,V,1,0.000,mg/L,1,4/19/2024,10:02:29
180064-1,1,W,1,0.001,mg/L,1,4/19/2024,10:02:29
180064-1,1,Zn,1,0.0015,mg/L,1,4/19/2024,10:02:29
