Sample,Analyte,Element,HT, ,units,rep,1/9/2022,10:30:26
165707-2,1,Mg,1,10.84,mg/L,1,1/9/2022,10:56:49
165707-2,1,Mn,1,0.025,mg/L,1,1/9/2022,10:56:49
165707-2,1,Mo,1,0.001,mg/L,1,1/9/2022,10:56:49
165707-2,1,Na,1,3.01,mg/L,1,1/9/2022,10:56:49
165707-2,1,Ni,1,-0.006,mg/L,1,1/9/2022,10:56:49
165707-2,1,P,1,0.000,mg/L,1,1/9/2022,10:56:49
165707-2,1,S,1,0.32,mg/L,1,1/9/2022,10:56:49
165707-2,1,Sc,1,Uncal,mg/L,1,1/9/2022,10:56:49
165707-2,1,Si,1,4.510,mg/L,1,1/9/2022,10:56:49
165707-2,1,Sn,1,-0.001,mg/L,1,1/9/2022,10:56:49
165707-2,1,Sr,1,0.04,mg/L,1,1/9/2022,10:56:49
165707-2,1,Ti,1,0.000,mg/L,1,1/9/2022,10:56:49
165707-2,1,V,1,0.001,mg/L,1,1/9/2022,10:56:49
165707-2,1,W,1,0.004,mg/L,1,1/9/2022,10:56:49
165707-2,1,Zn,1,0.0203,mg/L,1,1/9/2022,10:56:49
165716-1,1,Ag,1,0.000,mg/L,1,1/9/2022,10:59:02
165716-1,1,Al,1,0.187,mg/L,1,1/9/2022,10:59:02
165716-1,1,Au,1,Uncal,mg/L,1,1/9/2022,10:59:02
165716-1,1,B,1,0.834,mg/L,1,1/9/2022,10:59:02
165716-1,1,Ba,1,0.0042,mg/L,1,1/9/2022,10:59:02
165716-1,1,Be,1,0.000,mg/L,1,1/9/2022,10:59:02
165716-1,1,Ca,1,28.300,mg/L,1,1/9/2022,10:59:02
165716-1,1,Co,1,0.0000,mg/L,1,1/9/2022,10:59:02
165716-1,1,Cr,1,-0.0064,mg/L,1,1/9/2022,10:59:02
165716-1,1,Cu,1,0.290,mg/L,1,1/9/2022,10:59:02
165716-1,1,Fe,1,0.098,mg/L,1,1/9/2022,10:59:02
165716-1,1,K,1,1.34,mg/L,1,1/9/2022,10:59:02
165716-1,1,La,1,Uncal,mg/L,1,1/9/2022,10:59:02
165716-1,1,Mg,1,6.18,mg/L,1,1/9/2022,10:59:02
165716-1,1,Mn,1,0.001,mg/L,1,1/9/2022,10:59:02
165716-1,1,Mo,1,0.002,mg/L,1,1/9/2022,10:59:02
165716-1,1,Na,1,44.95,mg/L,1,1/9/2022,10:59:02
165716-1,1,Ni,1,-0.004,mg/L,1,1/9/2022,10:59:02
165716-1,1,P,1,0.032,mg/L,1,1/9/2022,10:59:02
165716-1,1,S,1,0.71,mg/L,1,1/9/2022,10:59:02
165716-1,1,Sc,1,Uncal,mg/L,1,1/9/2022,10:59:02
165716-1,1,Si,1,10.700,mg/L,1,1/9/2022,10:59:02
165716-1,1,Sn,1,0.000,mg/L,1,1/9/2022,10:59:02
165716-1,1,Sr,1,0.06,mg/L,1,1/9/2022,10:59:02
165716-1,1,Ti,1,0.000,mg/L,1,1/9/2022,10:59:02
165716-1,1,V,1,0.002,mg/L,1,1/9/2022,10:59:02
165716-1,1,W,1,0.008,mg/L,1,1/9/2022,10:59:02
165716-1,1,Zn,1,0.0974,mg/L,1,1/9/2022,10:59:02
165719-1,1,Ag,1,0.000,mg/L,1,1/9/2022,11:01:15
165719-1,1,Al,1,0.155,mg/L,1,1/9/2022,11:01:15
165719-1,1,Au,1,Uncal,mg/L,1,1/9/2022,11:01:15
165719-1,1,B,1,0.623,mg/L,1,1/9/2022,11:01:15
165719-1,1,Ba,1,0.0007,mg/L,1,1/9/2022,11:01:15
165719-1,1,Be,1,0.000,mg/L,1,1/9/2022,11:01:15
165719-1,1,Ca,1,0.098,mg/L,1,1/9/2022,11:01:15
165719-1,1,Co,1,0.0000,mg/L,1,1/9/2022,11:01:15
165719-1,1,Cr,1,-0.0076,mg/L,1,1/9/2022,11:01:15
165719-1,1,Cu,1,0.004,mg/L,1,1/9/2022,11:01:15
165719-1,1,Fe,1,0.088,mg/L,1,1/9/2022,11:01:15
165719-1,1,K,1,0.34,mg/L,1,1/9/2022,11:01:15
165719-1,1,La,1,Uncal,mg/L,1,1/9/2022,11:01:15
165719-1,1,Mg,1,0.03,mg/L,1,1/9/2022,11:01:15
165719-1,1,Mn,1,0.000,mg/L,1,1/9/2022,11:01:15
165719-1,1,Mo,1,0.001,mg/L,1,1/9/2022,11:01:15
165719-1,1,Na,1,60.47,mg/L,1,1/9/2022,11:01:15
165719-1,1,Ni,1,-0.007,mg/L,1,1/9/2022,11:01:15
165719-1,1,P,1,0.015,mg/L,1,1/9/2022,11:01:15
165719-1,1,S,1,2.70,mg/L,1,1/9/2022,11:01:15
165719-1,1,Sc,1,Uncal,mg/L,1,1/9/2022,11:01:15
165719-1,1,Si,1,7.660,mg/L,1,1/9/2022,11:01:15
165719-1,1,Sn,1,0.000,mg/L,1,1/9/2022,11:01:15
165719-1,1,Sr,1,0.00,mg/L,1,1/9/2022,11:01:15
165719-1,1,Ti,1,0.001,mg/L,1,1/9/2022,11:01:15
165719-1,1,V,1,0.000,mg/L,1,1/9/2022,11:01:15
165719-1,1,W,1,0.006,mg/L,1,1/9/2022,11:01:15
165719-1,1,Zn,1,0.0099,mg/L,1,1/9/2022,11:01:15
165720-1,1,Ag,1,0.000,mg/L,1,1/9/2022,11:03:27
165720-1,1,Al,1,0.240,mg/L,1,1/9/2022,11:03:27
165720-1,1,Au,1,Uncal,mg/L,1,1/9/2022,11:03:27
165720-1,1,B,1,5.310,mg/L,1,1/9/2022,11:03:27
165720-1,1,Ba,1,0.0196,mg/L,1,1/9/2022,11:03:27
165720-1,1,Be,1,0.000,mg/L,1,1/9/2022,11:03:27
165720-1,1,Ca,1,41.400,mg/L,1,1/9/2022,11:03:27
165720-1,1,Co,1,-0.0001,mg/L,1,1/9/2022,11:03:27
165720-1,1,Cr,1,-0.0083,mg/L,1,1/9/2022,11:03:27
165720-1,1,Cu,1,0.250,mg/L,1,1/9/2022,11:03:27
165720-1,1,Fe,1,0.407,mg/L,1,1/9/2022,11:03:27
165720-1,1,K,1,2.27,mg/L,1,1/9/2022,11:03:27
165720-1,1,La,1,Uncal,mg/L,1,1/9/2022,11:03:27
165720-1,1,Mg,1,1.25,mg/L,1,1/9/2022,11:03:27
165720-1,1,Mn,1,0.016,mg/L,1,1/9/2022,11:03:27
165720-1,1,Mo,1,0.001,mg/L,1,1/9/2022,11:03:27
165720-1,1,Na,1,660.49,mg/L,1,1/9/2022,11:03:27
165720-1,1,Ni,1,-0.005,mg/L,1,1/9/2022,11:03:27
165720-1,1,P,1,-0.005,mg/L,1,1/9/2022,11:03:27
165720-1,1,S,1,169.15,mg/L,1,1/9/2022,11:03:27
165720-1,1,Sc,1,Uncal,mg/L,1,1/9/2022,11:03:27
165720-1,1,Si,1,3.940,mg/L,1,1/9/2022,11:03:27
165720-1,1,Sn,1,0.004,mg/L,1,1/9/2022,11:03:27
165720-1,1,Sr,1,2.09,mg/L,1,1/9/2022,11:03:27
165720-1,1,Ti,1,0.001,mg/L,1,1/9/2022,11:03:27
165720-1,1,V,1,0.001,mg/L,1,1/9/2022,11:03:27
165720-1,1,W,1,0.004,mg/L,1,1/9/2022,11:03:27
165720-1,1,Zn,1,0.1820,mg/L,1,1/9/2022,11:03:27
165722-1,1,Ag,1,0.000,mg/L,1,1/9/2022,11:05:40
165722-1,1,Al,1,14.000,mg/L,1,1/9/2022,11:05:40
165722-1,1,Au,1,Uncal,mg/L,1,1/9/2022,11:05:40
165722-1,1,B,1,0.675,mg/L,1,1/9/2022,11:05:40
165722-1,1,Ba,1,0.1390,mg/L,1,1/9/2022,11:05:40
165722-1,1,Be,1,0.000,mg/L,1,1/9/2022,11:05:40
165722-1,1,Ca,1,30.900,mg/L,1,1/9/2022,11:05:40
165722-1,1,Co,1,0.0102,mg/L,1,1/9/2022,11:05:40
165722-1,1,Cr,1,0.0175,mg/L,1,1/9/2022,11:05:40
165722-1,1,Cu,1,0.110,mg/L,1,1/9/2022,11:05:40
165722-1,1,Fe,1,24.900,mg/L,1,1/9/2022,11:05:40
165722-1,1,K,1,1.52,mg/L,1,1/9/2022,11:05:40
165722-1,1,La,1,Uncal,mg/L,1,1/9/2022,11:05:40
165722-1,1,Mg,1,16.04,mg/L,1,1/9/2022,11:05:40
165722-1,1,Mn,1,0.669,mg/L,1,1/9/2022,11:05:40
165722-1,1,Mo,1,0.001,mg/L,1,1/9/2022,11:05:40
165722-1,1,Na,1,7.56,mg/L,1,1/9/2022,11:05:40
165722-1,1,Ni,1,0.018,mg/L,1,1/9/2022,11:05:40
165722-1,1,P,1,0.855,mg/L,1,1/9/2022,11:05:40
165722-1,1,S,1,0.96,mg/L,1,1/9/2022,11:05:40
165722-1,1,Sc,1,Uncal,mg/L,1,1/9/2022,11:05:40
165722-1,1,Si,1,17.400,mg/L,1,1/9/2022,11:05:40
165722-1,1,Sn,1,-0.003,mg/L,1,1/9/2022,11:05:40
165722-1,1,Sr,1,0.12,mg/L,1,1/9/2022,11:05:40
165722-1,1,Ti,1,0.292,mg/L,1,1/9/2022,11:05:40
165722-1,1,V,1,0.050,mg/L,1,1/9/2022,11:05:40
165722-1,1,W,1,0.007,mg/L,1,1/9/2022,11:05:40
165722-1,1,Zn,1,0.0846,mg/L,1,1/9/2022,11:05:40
165726-1,1,Ag,1,0.000,mg/L,1,1/9/2022,11:07:52
165726-1,1,Al,1,0.147,mg/L,1,1/9/2022,11:07:52
165726-1,1,Au,1,Uncal,mg/L,1,1/9/2022,11:07:52
165726-1,1,B,1,0.642,mg/L,1,1/9/2022,11:07:52
165726-1,1,Ba,1,0.0035,mg/L,1,1/9/2022,11:07:52
165726-1,1,Be,1,0.000,mg/L,1,1/9/2022,11:07:52
165726-1,1,Ca,1,27.800,mg/L,1,1/9/2022,11:07:52
165726-1,1,Co,1,0.0000,mg/L,1,1/9/2022,11:07:52
165726-1,1,Cr,1,-0.0090,mg/L,1,1/9/2022,11:07:52
165726-1,1,Cu,1,0.000,mg/L,1,1/9/2022,11:07:52
165726-1,1,Fe,1,0.259,mg/L,1,1/9/2022,11:07:52
165726-1,1,K,1,0.77,mg/L,1,1/9/2022,11:07:52
165726-1,1,La,1,Uncal,mg/L,1,1/9/2022,11:07:52
165726-1,1,Mg,1,4.60,mg/L,1,1/9/2022,11:07:52
165726-1,1,Mn,1,0.038,mg/L,1,1/9/2022,11:07:52
165726-1,1,Mo,1,0.001,mg/L,1,1/9/2022,11:07:52
165726-1,1,Na,1,7.18,mg/L,1,1/9/2022,11:07:52
165726-1,1,Ni,1,-0.006,mg/L,1,1/9/2022,11:07:52
165726-1,1,P,1,0.129,mg/L,1,1/9/2022,11:07:52
165726-1,1,S,1,1.81,mg/L,1,1/9/2022,11:07:52
165726-1,1,Sc,1,Uncal,mg/L,1,1/9/2022,11:07:52
165726-1,1,Si,1,5.610,mg/L,1,1/9/2022,11:07:52
165726-1,1,Sn,1,-0.001,mg/L,1,1/9/2022,11:07:52
165726-1,1,Sr,1,0.08,mg/L,1,1/9/2022,11:07:52
165726-1,1,Ti,1,0.000,mg/L,1,1/9/2022,11:07:52
165726-1,1,V,1,0.001,mg/L,1,1/9/2022,11:07:52
165726-1,1,W,1,0.006,mg/L,1,1/9/2022,11:07:52
165726-1,1,Zn,1,0.0059,mg/L,1,1/9/2022,11:07:52
165731-1,1,Ag,1,0.000,mg/L,1,1/9/2022,11:10:04
165731-1,1,Al,1,0.203,mg/L,1,1/9/2022,11:10:04
165731-1,1,Au,1,Uncal,mg/L,1,1/9/2022,11:10:04
165731-1,1,B,1,0.808,mg/L,1,1/9/2022,11:10:04
165731-1,1,Ba,1,0.0114,mg/L,1,1/9/2022,11:10:04
165731-1,1,Be,1,0.000,mg/L,1,1/9/2022,11:10:04
165731-1,1,Ca,1,11.700,mg/L,1,1/9/2022,11:10:04
165731-1,1,Co,1,-0.0001,mg/L,1,1/9/2022,11:10:04
165731-1,1,Cr,1,-0.0091,mg/L,1,1/9/2022,11:10:04
165731-1,1,Cu,1,0.000,mg/L,1,1/9/2022,11:10:04
165731-1,1,Fe,1,0.107,mg/L,1,1/9/2022,11:10:04
165731-1,1,K,1,0.76,mg/L,1,1/9/2022,11:10:04
165731-1,1,La,1,Uncal,mg/L,1,1/9/2022,11:10:04
165731-1,1,Mg,1,4.11,mg/L,1,1/9/2022,11:10:04
165731-1,1,Mn,1,0.003,mg/L,1,1/9/2022,11:10:04
165731-1,1,Mo,1,0.001,mg/L,1,1/9/2022,11:10:04
165731-1,1,Na,1,16.68,mg/L,1,1/9/2022,11:10:04
165731-1,1,Ni,1,-0.006,mg/L,1,1/9/2022,11:10:04
165731-1,1,P,1,-0.003,mg/L,1,1/9/2022,11:10:04
165731-1,1,S,1,2.87,mg/L,1,1/9/2022,11:10:04
165731-1,1,Sc,1,Uncal,mg/L,1,1/9/2022,11:10:04
165731-1,1,Si,1,1.940,mg/L,1,1/9/2022,11:10:04
165731-1,1,Sn,1,-0.001,mg/L,1,1/9/2022,11:10:04
165731-1,1,Sr,1,0.08,mg/L,1,1/9/2022,11:10:04
165731-1,1,Ti,1,0.000,mg/L,1,1/9/2022,11:10:04
165731-1,1,V,1,0.000,mg/L,1,1/9/2022,11:10:04
165731-1,1,W,1,0.007,mg/L,1,1/9/2022,11:10:04
165731-1,1,Zn,1,0.0066,mg/L,1,1/9/2022,11:10:04
165734-1,1,Ag,1,0.000,mg/L,1,1/9/2022,11:12:17
165734-1,1,Al,1,0.260,mg/L,1,1/9/2022,11:12:17
165734-1,1,Au,1,Uncal,mg/L,1,1/9/2022,11:12:17
165734-1,1,B,1,0.652,mg/L,1,1/9/2022,11:12:17
165734-1,1,Ba,1,0.0034,mg/L,1,1/9/2022,11:12:17
165734-1,1,Be,1,0.000,mg/L,1,1/9/2022,11:12:17
165734-1,1,Ca,1,3.880,mg/L,1,1/9/2022,11:12:17
165734-1,1,Co,1,0.0002,mg/L,1,1/9/2022,11:12:17
165734-1,1,Cr,1,-0.0089,mg/L,1,1/9/2022,11:12:17
165734-1,1,Cu,1,0.008,mg/L,1,1/9/2022,11:12:17
165734-1,1,Fe,1,0.208,mg/L,1,1/9/2022,11:12:17
165734-1,1,K,1,0.63,mg/L,1,1/9/2022,11:12:17
165734-1,1,La,1,Uncal,mg/L,1,1/9/2022,11:12:17
165734-1,1,Mg,1,2.43,mg/L,1,1/9/2022,11:12:17
165734-1,1,Mn,1,0.009,mg/L,1,1/9/2022,11:12:17
165734-1,1,Mo,1,0.000,mg/L,1,1/9/2022,11:12:17
165734-1,1,Na,1,125.41,mg/L,1,1/9/2022,11:12:17
165734-1,1,Ni,1,-0.006,mg/L,1,1/9/2022,11:12:17
165734-1,1,P,1,0.000,mg/L,1,1/9/2022,11:12:17
165734-1,1,S,1,0.81,mg/L,1,1/9/2022,11:12:17
165734-1,1,Sc,1,Uncal,mg/L,1,1/9/2022,11:12:17
165734-1,1,Si,1,3.760,mg/L,1,1/9/2022,11:12:17
165734-1,1,Sn,1,0.000,mg/L,1,1/9/2022,11:12:17
165734-1,1,Sr,1,0.00,mg/L,1,1/9/2022,11:12:17
165734-1,1,Ti,1,0.002,mg/L,1,1/9/2022,11:12:17
165734-1,1,V,1,0.005,mg/L,1,1/9/2022,11:12:17
165734-1,1,W,1,0.007,mg/L,1,1/9/2022,11:12:17
165734-1,1,Zn,1,0.0766,mg/L,1,1/9/2022,11:12:17
165735-1,1,Ag,1,0.000,mg/L,1,1/9/2022,11:14:29
165735-1,1,Al,1,0.284,mg/L,1,1/9/2022,11:14:29
165735-1,1,Au,1,Uncal,mg/L,1,1/9/2022,11:14:29
165735-1,1,B,1,0.761,mg/L,1,1/9/2022,11:14:29
165735-1,1,Ba,1,0.0036,mg/L,1,1/9/2022,11:14:29
165735-1,1,Be,1,0.000,mg/L,1,1/9/2022,11:14:29
165735-1,1,Ca,1,19.600,mg/L,1,1/9/2022,11:14:29
165735-1,1,Co,1,0.0000,mg/L,1,1/9/2022,11:14:29
165735-1,1,Cr,1,-0.0090,mg/L,1,1/9/2022,11:14:29
165735-1,1,Cu,1,0.002,mg/L,1,1/9/2022,11:14:29
165735-1,1,Fe,1,0.161,mg/L,1,1/9/2022,11:14:29
165735-1,1,K,1,2.46,mg/L,1,1/9/2022,11:14:29
165735-1,1,La,1,Uncal,mg/L,1,1/9/2022,11:14:29
165735-1,1,Mg,1,7.68,mg/L,1,1/9/2022,11:14:29
165735-1,1,Mn,1,0.009,mg/L,1,1/9/2022,11:14:29
165735-1,1,Mo,1,0.000,mg/L,1,1/9/2022,11:14:29
165735-1,1,Na,1,16.68,mg/L,1,1/9/2022,11:14:29
165735-1,1,Ni,1,-0.007,mg/L,1,1/9/2022,11:14:29
165735-1,1,P,1,-0.009,mg/L,1,1/9/2022,11:14:29
165735-1,1,S,1,2.81,mg/L,1,1/9/2022,11:14:29
165735-1,1,Sc,1,Uncal,mg/L,1,1/9/2022,11:14:29
165735-1,1,Si,1,8.030,mg/L,1,1/9/2022,11:14:29
165735-1,1,Sn,1,-0.001,mg/L,1,1/9/2022,11:14:29
165735-1,1,Sr,1,0.04,mg/L,1,1/9/2022,11:14:29
165735-1,1,Ti,1,0.000,mg/L,1,1/9/2022,11:14:29
165735-1,1,V,1,0.002,mg/L,1,1/9/2022,11:14:29
165735-1,1,W,1,0.006,mg/L,1,1/9/2022,11:14:29
165735-1,1,Zn,1,0.0040,mg/L,1,1/9/2022,11:14:29
165736-1,1,Ag,1,0.000,mg/L,1,1/9/2022,11:16:41
165736-1,1,Al,1,0.158,mg/L,1,1/9/2022,11:16:41
165736-1,1,Au,1,Uncal,mg/L,1,1/9/2022,11:16:41
165736-1,1,B,1,0.980,mg/L,1,1/9/2022,11:16:41
165736-1,1,Ba,1,0.0353,mg/L,1,1/9/2022,11:16:41
165736-1,1,Be,1,0.000,mg/L,1,1/9/2022,11:16:41
165736-1,1,Ca,1,50.200,mg/L,1,1/9/2022,11:16:41
165736-1,1,Co,1,-0.0001,mg/L,1,1/9/2022,11:16:41
165736-1,1,Cr,1,-0.0096,mg/L,1,1/9/2022,11:16:41
165736-1,1,Cu,1,0.013,mg/L,1,1/9/2022,11:16:41
165736-1,1,Fe,1,0.276,mg/L,1,1/9/2022,11:16:41
165736-1,1,K,1,1.49,mg/L,1,1/9/2022,11:16:41
165736-1,1,La,1,Uncal,mg/L,1,1/9/2022,11:16:41
165736-1,1,Mg,1,7.92,mg/L,1,1/9/2022,11:16:41
165736-1,1,Mn,1,0.004,mg/L,1,1/9/2022,11:16:41
165736-1,1,Mo,1,0.000,mg/L,1,1/9/2022,11:16:41
165736-1,1,Na,1,10.40,mg/L,1,1/9/2022,11:16:41
165736-1,1,Ni,1,-0.007,mg/L,1,1/9/2022,11:16:41
165736-1,1,P,1,-0.017,mg/L,1,1/9/2022,11:16:41
165736-1,1,S,1,2.88,mg/L,1,1/9/2022,11:16:41
165736-1,1,Sc,1,Uncal,mg/L,1,1/9/2022,11:16:41
165736-1,1,Si,1,7.310,mg/L,1,1/9/2022,11:16:41
165736-1,1,Sn,1,-0.002,mg/L,1,1/9/2022,11:16:41
165736-1,1,Sr,1,0.22,mg/L,1,1/9/2022,11:16:41
165736-1,1,Ti,1,0.000,mg/L,1,1/9/2022,11:16:41
165736-1,1,V,1,0.001,mg/L,1,1/9/2022,11:16:41
165736-1,1,W,1,0.006,mg/L,1,1/9/2022,11:16:41
165736-1,1,Zn,1,0.0073,mg/L,1,1/9/2022,11:16:41
165747-1,1,Ag,1,0.000,mg/L,1,1/9/2022,11:18:54
165747-1,1,Al,1,0.161,mg/L,1,1/9/2022,11:18:54
165747-1,1,Au,1,Uncal,mg/L,1,1/9/2022,11:18:54
165747-1,1,B,1,0.726,mg/L,1,1/9/2022,11:18:54
165747-1,1,Ba,1,0.0093,mg/L,1,1/9/2022,11:18:54
165747-1,1,Be,1,0.000,mg/L,1,1/9/2022,11:18:54
165747-1,1,Ca,1,16.300,mg/L,1,1/9/2022,11:18:54
165747-1,1,Co,1,0.0000,mg/L,1,1/9/2022,11:18:54
165747-1,1,Cr,1,-0.0094,mg/L,1,1/9/2022,11:18:54
165747-1,1,Cu,1,0.015,mg/L,1,1/9/2022,11:18:54
165747-1,1,Fe,1,0.182,mg/L,1,1/9/2022,11:18:54
165747-1,1,K,1,7.53,mg/L,1,1/9/2022,11:18:54
165747-1,1,La,1,Uncal,mg/L,1,1/9/2022,11:18:54
165747-1,1,Mg,1,11.28,mg/L,1,1/9/2022,11:18:54
165747-1,1,Mn,1,0.024,mg/L,1,1/9/2022,11:18:54
165747-1,1,Mo,1,0.001,mg/L,1,1/9/2022,11:18:54
165747-1,1,Na,1,23.37,mg/L,1,1/9/2022,11:18:54
165747-1,1,Ni,1,-0.005,mg/L,1,1/9/2022,11:18:54
165747-1,1,P,1,3.100,mg/L,1,1/9/2022,11:18:54
165747-1,1,S,1,5.82,mg/L,1,1/9/2022,11:18:54
165747-1,1,Sc,1,Uncal,mg/L,1,1/9/2022,11:18:54
165747-1,1,Si,1,4.290,mg/L,1,1/9/2022,11:18:54
165747-1,1,Sn,1,0.000,mg/L,1,1/9/2022,11:18:54
165747-1,1,Sr,1,0.03,mg/L,1,1/9/2022,11:18:54
165747-1,1,Ti,1,0.000,mg/L,1,1/9/2022,11:18:54
165747-1,1,V,1,0.001,mg/L,1,1/9/2022,11:18:54
165747-1,1,W,1,0.008,mg/L,1,1/9/2022,11:18:54
165747-1,1,Zn,1,0.1100,mg/L,1,1/9/2022,11:18:54
165747-3,1,Ag,1,0.000,mg/L,1,1/9/2022,11:21:06
165747-3,1,Al,1,0.244,mg/L,1,1/9/2022,11:21:06
165747-3,1,Au,1,Uncal,mg/L,1,1/9/2022,11:21:06
165747-3,1,B,1,0.621,mg/L,1,1/9/2022,11:21:06
165747-3,1,Ba,1,0.0128,mg/L,1,1/9/2022,11:21:06
165747-3,1,Be,1,0.000,mg/L,1,1/9/2022,11:21:06
165747-3,1,Ca,1,16.000,mg/L,1,1/9/2022,11:21:06
165747-3,1,Co,1,0.0001,mg/L,1,1/9/2022,11:21:06
165747-3,1,Cr,1,-0.0094,mg/L,1,1/9/2022,11:21:06
165747-3,1,Cu,1,0.048,mg/L,1,1/9/2022,11:21:06
165747-3,1,Fe,1,0.158,mg/L,1,1/9/2022,11:21:06
165747-3,1,K,1,8.62,mg/L,1,1/9/2022,11:21:06
165747-3,1,La,1,Uncal,mg/L,1,1/9/2022,11:21:06
165747-3,1,Mg,1,5.72,mg/L,1,1/9/2022,11:21:06
165747-3,1,Mn,1,0.025,mg/L,1,1/9/2022,11:21:06
165747-3,1,Mo,1,0.000,mg/L,1,1/9/2022,11:21:06
165747-3,1,Na,1,19.14,mg/L,1,1/9/2022,11:21:06
165747-3,1,Ni,1,-0.005,mg/L,1,1/9/2022,11:21:06
165747-3,1,P,1,7.520,mg/L,1,1/9/2022,11:21:06
165747-3,1,S,1,5.06,mg/L,1,1/9/2022,11:21:06
165747-3,1,Sc,1,Uncal,mg/L,1,1/9/2022,11:21:06
165747-3,1,Si,1,3.850,mg/L,1,1/9/2022,11:21:06
165747-3,1,Sn,1,-0.001,mg/L,1,1/9/2022,11:21:06
165747-3,1,Sr,1,0.03,mg/L,1,1/9/2022,11:21:06
165747-3,1,Ti,1,0.001,mg/L,1,1/9/2022,11:21:06
165747-3,1,V,1,0.001,mg/L,1,1/9/2022,11:21:06
165747-3,1,W,1,0.006,mg/L,1,1/9/2022,11:21:06
165747-3,1,Zn,1,0.1310,mg/L,1,1/9/2022,11:21:06
165747-4,1,Ag,1,0.000,mg/L,1,1/9/2022,11:23:18
165747-4,1,Al,1,0.210,mg/L,1,1/9/2022,11:23:18
165747-4,1,Au,1,Uncal,mg/L,1,1/9/2022,11:23:18
165747-4,1,B,1,0.690,mg/L,1,1/9/2022,11:23:18
165747-4,1,Ba,1,0.0144,mg/L,1,1/9/2022,11:23:18
165747-4,1,Be,1,0.000,mg/L,1,1/9/2022,11:23:18
165747-4,1,Ca,1,30.500,mg/L,1,1/9/2022,11:23:18
165747-4,1,Co,1,0.0001,mg/L,1,1/9/2022,11:23:18
165747-4,1,Cr,1,-0.0091,mg/L,1,1/9/2022,11:23:18
165747-4,1,Cu,1,0.023,mg/L,1,1/9/2022,11:23:18
165747-4,1,Fe,1,0.628,mg/L,1,1/9/2022,11:23:18
165747-4,1,K,1,24.79,mg/L,1,1/9/2022,11:23:18
165747-4,1,La,1,Uncal,mg/L,1,1/9/2022,11:23:18
165747-4,1,Mg,1,46.37,mg/L,1,1/9/2022,11:23:18
165747-4,1,Mn,1,0.066,mg/L,1,1/9/2022,11:23:18
165747-4,1,Mo,1,0.000,mg/L,1,1/9/2022,11:23:18
